ID	compound	source	formula
889	29114	KEGG COMPOUND	C9H16N5O8P
890	16926	KEGG COMPOUND	C6H14N2O2
891	929	KEGG COMPOUND	C9H18N5O14P3
893	28558	KEGG COMPOUND	C6H4Cl2O4
895	27929	KEGG COMPOUND	C6H4Cl2O
896	18080	KEGG COMPOUND	C6H6O4
897	27940	KEGG COMPOUND	C9H13NO2
898	17189	KEGG COMPOUND	C7H6O4
899	16364	KEGG COMPOUND	C5H5NO2
900	17415	KEGG COMPOUND	C5H6O4
901	16535	KEGG COMPOUND	C4H6N2O2
902	28643	KEGG COMPOUND	C6H9N5O2
904	28435	KEGG COMPOUND	C7H5Cl2NO
905	943	KEGG COMPOUND	C7H3Cl2N
907	945	KEGG COMPOUND	C12H7Cl2NO2
908	28457	KEGG COMPOUND	C6H4Cl2O
910	948	KEGG COMPOUND	C12H6Cl2NO2.Na
911	949	KEGG COMPOUND	C7H5Cl2NS
913	28576	KEGG COMPOUND	C28H46N7O19P3S
915	17681	KEGG COMPOUND	C5H5NO2
917	955	KEGG COMPOUND	C8H10O3
918	28738	KEGG COMPOUND	C8H11N
920	15707	KEGG COMPOUND	C12H12O4
921	525464	KEGG COMPOUND	C20H34O2
922	28695	KEGG COMPOUND	C11H17NO8
923	961	KEGG COMPOUND	C15H14O6
925	963	KEGG COMPOUND	C13H9ClN2OS
928	17144	KEGG COMPOUND	C10H16N4O4
930	968	KEGG COMPOUND	C22H19ClN4O2
932	16253	KEGG COMPOUND	C7H9NO5
933	18413	KEGG COMPOUND	C8H16N3O8P
934	16216	KEGG COMPOUND	C8H11NO6
935	17413	KEGG COMPOUND	C5H8O4
936	16464	KEGG COMPOUND	C7H8O2
937	17827	KEGG COMPOUND	C3H8O3S2
939	16351	KEGG COMPOUND	C9H17O12P
940	978	KEGG COMPOUND	C14H23N4O8P2S
942	16720	KEGG COMPOUND	C9H19O11P
943	17356	KEGG COMPOUND	C15H13NO
944	982	KEGG COMPOUND	C6H10O4
945	16444	KEGG COMPOUND	C5H8O4
949	17936	KEGG COMPOUND	C4H8O7PR
953	991	KEGG COMPOUND	C4H11NO2
955	27971	KEGG COMPOUND	C4H9NO2
957	995	KEGG COMPOUND	C7H7NO5
958	16273	KEGG COMPOUND	C4H8NO7P
959	28095	KEGG COMPOUND	C6H9NO5
960	17844	KEGG COMPOUND	C4H7NO3
962	16713	KEGG COMPOUND	C6H5N5O2
963	17001	KEGG COMPOUND	C9H13N5O4
964	18372	KEGG COMPOUND	C9H16N5O13P3
965	17083	KEGG COMPOUND	C7H9N5O2
970	15914	KEGG COMPOUND	C5H9NO3
971	18206	KEGG COMPOUND	C28H43N8O18P3S
974	1012	KEGG COMPOUND	C10H15N6O6P
976	1014	KEGG COMPOUND	C10H14N6O4
977	1015	KEGG COMPOUND	C6H7NO3S
978	27822	KEGG COMPOUND	C7H7N3
979	17289	KEGG COMPOUND	C4H7NO2
980	1018	KEGG COMPOUND	C2H8AsNO3
981	1019	KEGG COMPOUND	C26H46NO7P
982	37012	KEGG COMPOUND	C3H5NO3
985	18112	KEGG COMPOUND	C6H7NO
988	1026	KEGG COMPOUND	C8H9N5
989	17217	KEGG COMPOUND	C4H6O2
990	16413	KEGG COMPOUND	C4H6O2
991	18425	KEGG COMPOUND	C5H12O9P2
992	17764	KEGG COMPOUND	C5H13O7P
993	16166	KEGG COMPOUND	C15H14O10
995	16993	KEGG COMPOUND	C7H6O6
996	17077	KEGG COMPOUND	C6H12O7
997	17541	KEGG COMPOUND	C6H13O10P
998	17344	KEGG COMPOUND	C7H6O6
999	17605	KEGG COMPOUND	C8H6O3
1000	28160	KEGG COMPOUND	C10H5ClO2
1001	17337	KEGG COMPOUND	C6H5ClO4
1002	1040	KEGG COMPOUND	C3H2ClN3O2
1003	27797	KEGG COMPOUND	C3H3ClN4O
1004	27895	KEGG COMPOUND	C6H5ClO4
1006	28200	KEGG COMPOUND	C2H5ClO
1009	18125	KEGG COMPOUND	C9H8O3
1010	27837	KEGG COMPOUND	C6H4N2
1012	15925	KEGG COMPOUND	C6H11O9P
1015	18104	KEGG COMPOUND	C6H10O5
1016	17028	KEGG COMPOUND	C6H10O6
1017	17860	KEGG COMPOUND	C6H11O9P
1018	17305	KEGG COMPOUND	C6H8O7
1019	17032	KEGG COMPOUND	C6H10O6
1020	1060	KEGG COMPOUND	C5H8O5
1021	17647	KEGG COMPOUND	C5H8O5
1022	16950	KEGG COMPOUND	C6H10O5
1028	16609	KEGG COMPOUND	C6H10O6
1030	18281	KEGG COMPOUND	C6H8O7
1031	17094	KEGG COMPOUND	C6H10O4
1033	28062	KEGG COMPOUND	C11H17NO8
1034	27972	KEGG COMPOUND	C6H10O6
1037	16138	KEGG COMPOUND	C6H12O6
1040	28767	KEGG COMPOUND	C5H12O10P2
1041	28542	KEGG COMPOUND	C5H11O7P
1042	16132	KEGG COMPOUND	C5H11O7P
1044	27816	KEGG COMPOUND	C5H10O4
1046	27806	KEGG COMPOUND	C5H10O4
1048	1088	KEGG COMPOUND	C6H15N2O6P
1050	1090	KEGG COMPOUND	C6H15N2O6P
1051	28248	KEGG COMPOUND	C8H18N6O3
1053	16011	KEGG COMPOUND	C8H18O
1054	17243	KEGG COMPOUND	C16H22O4
1055	27526	KEGG COMPOUND	C6H6FN
1057	27490	KEGG COMPOUND	C28H39FN7O17P3S
1058	1098	KEGG COMPOUND	C10H9NO4
1059	27534	KEGG COMPOUND	C10H8O2
1060	18033	KEGG COMPOUND	C8H7NO2
1062	15474	KEGG COMPOUND	C26H38N7O18P3S
1063	28362	KEGG COMPOUND	C16H21NO2
1065	28711	KEGG COMPOUND	C38H56O3
1066	1107	KEGG COMPOUND	C36H54O2
1067	27752	KEGG COMPOUND	C37H54O3
1068	1109	KEGG COMPOUND	C37H56O2
1069	1110	KEGG COMPOUND	C36H54O
1071	18400	KEGG COMPOUND	C6H4O3
1072	1113	KEGG COMPOUND	C5H6O3
1077	27683	KEGG COMPOUND	C9H8O4
1080	1121	KEGG COMPOUND	C5H5ClO3
1081	16278	KEGG COMPOUND	C6H8O6
1082	16992	KEGG COMPOUND	C3H4O4
1083	17778	KEGG COMPOUND	C4H4O6
1084	28646	KEGG COMPOUND	C3H5N5O
1085	1126	KEGG COMPOUND	C13H10O4
1086	1127	KEGG COMPOUND	C13H10O4
1087	17250	KEGG COMPOUND	C7H8O8
1088	17142	KEGG COMPOUND	C8H8O6
1089	28249	KEGG COMPOUND	C7H8O5
1090	28027	KEGG COMPOUND	C7H8O4
1093	28990	KEGG COMPOUND	C12H10O6
1096	17820	KEGG COMPOUND	C12H10O4
1098	1139	KEGG COMPOUND	C8H10O4
1100	1141	KEGG COMPOUND	C8H8O4
1101	1142	KEGG COMPOUND	C6H8O3
1104	17023	KEGG COMPOUND	C6H10O5
1105	17043	KEGG COMPOUND	C12H10O
1106	17852	KEGG COMPOUND	C7H10O7
1107	1148	KEGG COMPOUND	C4H8O3
1110	18176	KEGG COMPOUND	C9H8O3
1111	17878	KEGG COMPOUND	C6H10O2
1112	28169	KEGG COMPOUND	C28H46N7O18P3S
1113	50263	KEGG COMPOUND	C3H4O5(CH2)n
1114	1156	KEGG COMPOUND	C18H22O3
1115	1157	KEGG COMPOUND	C2H6O4S
1116	28394	KEGG COMPOUND	C4H4O5
1118	17084	KEGG COMPOUND	C5H8O5
1119	28578	KEGG COMPOUND	C26H42N7O20P3S
1121	16513	KEGG COMPOUND	C3H4O5
1122	28649	KEGG COMPOUND	C15H10O3
1126	17236	KEGG COMPOUND	C6H6O4
1128	15475	KEGG COMPOUND	C41H74N7O18P3S
1130	16540	KEGG COMPOUND	C5H5NO
1131	27930	KEGG COMPOUND	C9H8O
1132	16706	KEGG COMPOUND	C6H5IO
1133	16355	KEGG COMPOUND	C7H7IO
1134	1177	KEGG COMPOUND	C20H18O5
1136	17275	KEGG COMPOUND	C7H10O4
1137	27469	KEGG COMPOUND	C6H10O7
1138	27664	KEGG COMPOUND	C28H44N7O18P3S
1139	1182	KEGG COMPOUND	C20H32O2
1141	1184	KEGG COMPOUND	C6H6O5
1142	17905	KEGG COMPOUND	C2H6O3S2
1144	28955	KEGG COMPOUND	C19H26O3
1145	1188	KEGG COMPOUND	C19H26O6S
1146	1189	KEGG COMPOUND	C19H24O3
1148	1191	KEGG COMPOUND	C19H24O6S
1150	16256	KEGG COMPOUND	C4H6O3
1151	16629	KEGG COMPOUND	C6H11N3O7P2
1152	15476	KEGG COMPOUND	C26H42N7O18P3S
1153	1196	KEGG COMPOUND	C11H16N6O4
1154	27434	KEGG COMPOUND	C8H8O
1156	15478	KEGG COMPOUND	C26H42N7O17P3S
1157	16182	KEGG COMPOUND	C5H10O
1158	15477	KEGG COMPOUND	C26H44N7O17P3S
1159	17059	KEGG COMPOUND	C6H16NO
1160	30835	KEGG COMPOUND	C7H10O7
1162	17207	KEGG COMPOUND	C6H8O4
1164	27754	KEGG COMPOUND	C25H40N7O17P3S
1165	16616	KEGG COMPOUND	C5H11NO
1166	17502	KEGG COMPOUND	C4H9NO
1167	15997	KEGG COMPOUND	C4H11N
1168	16135	KEGG COMPOUND	C4H8O2
1169	17402	KEGG COMPOUND	C4H9O5P
1170	15479	KEGG COMPOUND	C25H42N7O17P3S
1171	1215	KEGG COMPOUND	C10H9NO2
1173	1217	KEGG COMPOUND	C8H7NS2
1176	1220	KEGG COMPOUND	C16H32S
1177	1221	KEGG COMPOUND	C15H30S
1178	27878	KEGG COMPOUND	C10H9N
1181	16037	KEGG COMPOUND	C3H7NO2
1182	17470	KEGG COMPOUND	C15H16O11
1186	27688	KEGG COMPOUND	C48H72O4
1187	28636	KEGG COMPOUND	C48H72O3
1188	1233	KEGG COMPOUND	C46H70O2
1190	1235	KEGG COMPOUND	C47H72O2
1191	40407	KEGG COMPOUND	C46H70O
1194	18267	KEGG COMPOUND	C6H6O4
1195	27951	KEGG COMPOUND	C4H7O8P
1196	1241	KEGG COMPOUND	C5H9NO4
1198	1243	KEGG COMPOUND	C7H8O5
1199	28045	KEGG COMPOUND	C10H14O3
1200	27866	KEGG COMPOUND	C31H48N7O18P3S
1205	30831	KEGG COMPOUND	C4H6O3
1207	30882	KEGG COMPOUND	C5H7NO4
1208	30915	KEGG COMPOUND	C5H6O5
1209	1254	KEGG COMPOUND	C7H8O5
1210	28998	KEGG COMPOUND	C6H8O3
1213	18168	KEGG COMPOUND	C20H38O3
1214	15881	KEGG COMPOUND	C5H10O4S2
1216	16327	KEGG COMPOUND	C4H5NO4
1218	1263	KEGG COMPOUND	C18H19N3S2
1219	16562	KEGG COMPOUND	C8H9NO
1220	32896	KEGG COMPOUND	C3H7O9PS
1221	16840	KEGG COMPOUND	C14H26N3O17P3
1222	17835	KEGG COMPOUND	C3H7O7P
1223	17150	KEGG COMPOUND	C2H5O6P
1225	28652	KEGG COMPOUND	C7H12O5
1227	28905	KEGG COMPOUND	C3H4O
1229	1274	KEGG COMPOUND	C6H7NO4S
1230	17872	KEGG COMPOUND	C7H4O6
1235	17700	KEGG COMPOUND	C11H22O
1236	16475	KEGG COMPOUND	C11H19N4O4
1237	16774	KEGG COMPOUND	C15H26O
1239	1284	KEGG COMPOUND	C16H16N2S
1240	15894	KEGG COMPOUND	C15H24O
1242	15471	KEGG COMPOUND	C33H56N7O17P3S
1243	17585	KEGG COMPOUND	C16H30O
1244	27562	KEGG COMPOUND	C20H30O6
1245	15690	KEGG COMPOUND	C21H30O3
1247	16587	KEGG COMPOUND	C27H44O7
1248	15646	KEGG COMPOUND	C20H32O5
1249	1294	KEGG COMPOUND	C27H46O3
1250	28453	KEGG COMPOUND	C21H32O2
1253	1298	KEGG COMPOUND	C21H30O4
1254	28043	KEGG COMPOUND	C21H32O3
1256	1301	KEGG COMPOUND	C27H46O2
1258	28113	KEGG COMPOUND	C30H52O
1260	29107	KEGG COMPOUND	C29H48O
1261	17038	KEGG COMPOUND	C28H46O
1263	27722	KEGG COMPOUND	C28H48O6
1264	1309	KEGG COMPOUND	C28H48O7
1265	1310	KEGG COMPOUND	C28H48O7
1266	17703	KEGG COMPOUND	C27H46O2
1267	28227	KEGG COMPOUND	C5H12N2O3S
1269	29076	KEGG COMPOUND	C31H51N12O18P
1271	27767	KEGG COMPOUND	C17H14O8
1272	16860	KEGG COMPOUND	C16H12O7
1273	18016	KEGG COMPOUND	C18H16O8
1274	18010	KEGG COMPOUND	C17H14O7
1275	1322	KEGG COMPOUND	C46H56N4O8
1277	17489	KEGG COMPOUND	C10H12N5O6P
1278	17065	KEGG COMPOUND	C9H12N3O7P
1280	27541	KEGG COMPOUND	C10H11N4O7P
1281	28074	KEGG COMPOUND	C10H12N5O5P
1285	28931	KEGG COMPOUND	C10H14N5O7P
1287	53013	KEGG COMPOUND	C9H14N3O8P
1288	1336	KEGG COMPOUND	C16H19NO4
1289	15692	KEGG COMPOUND	C27H24N4O3
1296	17079	KEGG COMPOUND	C18H21NO4
1305	17980	KEGG COMPOUND	C10H15N5O13P2S
1311	1359	KEGG COMPOUND	C10H18O13P2R2(C5H8O6PR)n
1314	16400	KEGG COMPOUND	C15H10O8
1315	28018	KEGG COMPOUND	C16H12O8
1316	28814	KEGG COMPOUND	C14H12O4
1317	28774	KEGG COMPOUND	C15H12I3NO4
1318	27881	KEGG COMPOUND	C14H12O3
1319	1367	KEGG COMPOUND	C12H6Cl4
1320	1368	KEGG COMPOUND	C17H12O8
1321	1369	KEGG COMPOUND	C10H8O4
1322	27626	KEGG COMPOUND	C5H7NO2S
1323	16767	KEGG COMPOUND	C6H5Cl2N
1325	1373	KEGG COMPOUND	C32H43N8O20P3S
1326	1374	KEGG COMPOUND	C11H9NO5
1329	15765	KEGG COMPOUND	C9H11NO4
1335	27637	KEGG COMPOUND	C8H8O5
1337	27978	KEGG COMPOUND	C8H8O3
1338	41941	KEGG COMPOUND	C8H8O4
1340	17416	KEGG COMPOUND	C8H6O6
1341	29053	KEGG COMPOUND	C5H5NO2
1342	1390	KEGG COMPOUND	C8H8O2
1343	1391	KEGG COMPOUND	C11H15NO2
1344	18184	KEGG COMPOUND	C15H9I3O5
1345	1394	KEGG COMPOUND	C35H28O22
1346	1395	KEGG COMPOUND	C7H4Br2O3
1347	17192	KEGG COMPOUND	C7H3Br2NO
1351	28016	KEGG COMPOUND	C9H9Cl2NO3
1352	15788	KEGG COMPOUND	C6H4Cl2O2
1353	17136	KEGG COMPOUND	C10H6O4
1354	1403	KEGG COMPOUND	C7H7NO4
1355	17131	KEGG COMPOUND	C9H6I2O4
1356	15768	KEGG COMPOUND	C9H9I2NO3
1358	27981	KEGG COMPOUND	C9H6N2O8
1359	28275	KEGG COMPOUND	C9H9N3O7
1361	1410	KEGG COMPOUND	C5H3O4R3
1362	16145	KEGG COMPOUND	C6H8O5
1363	27550	KEGG COMPOUND	C6H10O5
1364	27861	KEGG COMPOUND	C6H10O5
1365	28957	KEGG COMPOUND	C6H6Cl2O2
1366	28318	KEGG COMPOUND	C6H4Cl2O2
1367	1416	KEGG COMPOUND	C6H12O4
1368	17580	KEGG COMPOUND	C10H18O
1369	1418	KEGG COMPOUND	C32H58N2O7S
1370	18136	KEGG COMPOUND	C9H10O4
1372	16281	KEGG COMPOUND	C9H8O6
1373	16104	KEGG COMPOUND	C9H10O3
1374	17807	KEGG COMPOUND	C9H10O5
1377	16122	KEGG COMPOUND	C9H8I2O4
1379	1428	KEGG COMPOUND	C16H13ClN2O2
1380	16126	KEGG COMPOUND	C14H21NO11
1381	17385	KEGG COMPOUND	C9H10O4
1384	18117	KEGG COMPOUND	C13H20N5O16P3
1385	16515	KEGG COMPOUND	C13H19N5O13P2
1387	18007	KEGG COMPOUND	C3H5O5P
1389	1438	KEGG COMPOUND	C4H8O2S
1390	1439	KEGG COMPOUND	C5H11N2O7P
1391	16357	KEGG COMPOUND	C6H9N3O2
1392	15851	KEGG COMPOUND	C7H9N3O4
1393	1442	KEGG COMPOUND	C35H44O16
1396	1445	KEGG COMPOUND	C19H21NO4
1397	1446	KEGG COMPOUND	C19H23NO6
1400	1449	KEGG COMPOUND	C3H8NO5P
1401	16939	KEGG COMPOUND	C9H11NO3
1403	27764	KEGG COMPOUND	C6H7NO3S
1404	28317	KEGG COMPOUND	C25H43N8O17P3S
1406	18090	KEGG COMPOUND	C3H7NO
1407	1456	KEGG COMPOUND	C3H9NO2
1409	1458	KEGG COMPOUND	C12H12O3
1414	1463	KEGG COMPOUND	C16H26N4O10P2S
1415	16989	KEGG COMPOUND	C7H6O6
1416	18003	KEGG COMPOUND	C7H6O6
1417	17693	KEGG COMPOUND	C8H9NO4
1418	1467	KEGG COMPOUND	C7H10O5
1419	15749	KEGG COMPOUND	C7H6O6
1420	28251	KEGG COMPOUND	C8H8O6
1423	1472	KEGG COMPOUND	C6H5ClO4
1425	27715	KEGG COMPOUND	C6H5ClO2
1426	1475	KEGG COMPOUND	C13H10ClNO2
1427	17231	KEGG COMPOUND	C7H8O
1428	16934	KEGG COMPOUND	C4H6N2O2
1430	17446	KEGG COMPOUND	C12H21NO17S2
1431	16622	KEGG COMPOUND	C6H10O6
1432	16142	KEGG COMPOUND	C6H10O7
1433	16943	KEGG COMPOUND	C4H6O5
1435	16758	KEGG COMPOUND	C7H14NO3
1436	17058	KEGG COMPOUND	C27H42O6
1437	17947	KEGG COMPOUND	C7H10O6
1438	30918	KEGG COMPOUND	C7H8O5
1439	17862	KEGG COMPOUND	C18H37NO2
1441	32817	KEGG COMPOUND	C8H14O8
1443	27439	KEGG COMPOUND	C76H142N2O30P2
1445	27990	KEGG COMPOUND	C9H10O3
1446	16572	KEGG COMPOUND	C8H10O2
1447	15591	KEGG COMPOUND	C6H10O5
1451	28042	KEGG COMPOUND	C28H39FN7O17P3S
1452	1506	KEGG COMPOUND	C7H6O6
1454	18081	KEGG COMPOUND	C37H54O4
1455	16835	KEGG COMPOUND	C38H56O4
1456	28630	KEGG COMPOUND	C5H5NO2
1459	16569	KEGG COMPOUND	C9H7NO2
1460	29216	KEGG COMPOUND	C10H9NO2
1461	18064	KEGG COMPOUND	C4H8O3
1462	15481	KEGG COMPOUND	C25H42N7O18P3S
1463	17978	KEGG COMPOUND	C8H7NO5
1464	15821	KEGG COMPOUND	C7H7NO3
1465	15482	KEGG COMPOUND	C31H46N7O20P3S
1467	17667	KEGG COMPOUND	C5H8O4
1468	28710	KEGG COMPOUND	C6H10O4
1470	16409	KEGG COMPOUND	C8H9NO4
1472	16116	KEGG COMPOUND	C8H9NO3
1473	28152	KEGG COMPOUND	C21H22O4
1474	32809	KEGG COMPOUND	C5H9NO5
1475	17380	KEGG COMPOUND	C10H12N2O4
1476	1531	KEGG COMPOUND	C19H23N6O10P
1477	15786	KEGG COMPOUND	C9H21N2O3
1478	17419	KEGG COMPOUND	C6H6O5
1479	18298	KEGG COMPOUND	C31H48O3
1481	15793	KEGG COMPOUND	C7H7NO3
1482	16207	KEGG COMPOUND	C7H6O2
1483	30764	KEGG COMPOUND	C7H6O3
1484	15484	KEGG COMPOUND	C28H40N7O18P3S
1485	17069	KEGG COMPOUND	C7H8O2
1487	17611	KEGG COMPOUND	C6H10O2
1488	1543	KEGG COMPOUND	C12H16N2O4
1489	27874	KEGG COMPOUND	C26H48N7O17P3S
1492	1547	KEGG COMPOUND	C10H12N2O4
1494	1549	KEGG COMPOUND	C3H5O3R
1495	17445	KEGG COMPOUND	C8H8O3
1496	15485	KEGG COMPOUND	C28H46N7O20P3S
1497	17871	KEGG COMPOUND	C3H6O2
1498	33404	KEGG COMPOUND	C3H6O3
1499	27762	KEGG COMPOUND	C24H40N7O18P3S
1500	17685	KEGG COMPOUND	C20H24N2O3
1501	1556	KEGG COMPOUND	C7H13NO3
1504	17566	KEGG COMPOUND	C10H8N2
1505	15976	KEGG COMPOUND	C10H9NO2
1506	28039	KEGG COMPOUND	C9H7IO4
1507	27847	KEGG COMPOUND	C9H10INO3
1511	27453	KEGG COMPOUND	C6H10O6
1516	17919	KEGG COMPOUND	C4H8O2S2
1519	28111	KEGG COMPOUND	C9H10O3
1521	1576	KEGG COMPOUND	C9H12O4
1523	27440	KEGG COMPOUND	C8H9NO3
1525	1580	KEGG COMPOUND	C8H10O2
1526	1581	KEGG COMPOUND	C8H8O3
1528	15951	KEGG COMPOUND	C11H14O4
1532	1587	KEGG COMPOUND	C10H9NO2
1533	1588	KEGG COMPOUND	C10H9NO
1534	28188	KEGG COMPOUND	C26H42N7O17P3S
1535	38635	KEGG COMPOUND	C6H7N5
1537	28476	KEGG COMPOUND	C8H8O
1539	15825	KEGG COMPOUND	C5H8O
1540	16638	KEGG COMPOUND	C5H10O
1542	15837	KEGG COMPOUND	C5H12O
1544	15486	KEGG COMPOUND	C26H42N7O17P3S
1546	17920	KEGG COMPOUND	C9H7NO
1549	1604	KEGG COMPOUND	C6H7N5O
1552	28549	KEGG COMPOUND	C12H11NO3
1554	16696	KEGG COMPOUND	C4H11NS
1557	1612	KEGG COMPOUND	C12H20O13S
1559	28310	KEGG COMPOUND	C7H14O6
1560	28647	KEGG COMPOUND	C8H8O5
1561	28343	KEGG COMPOUND	C28H50O10
1563	30926	KEGG COMPOUND	C6H6O8
1564	47881	KEGG COMPOUND	C3H2O3R2
1566	29024	KEGG COMPOUND	C6H10O3
1568	17639	KEGG COMPOUND	C24H38O3
1577	15490	KEGG COMPOUND	C27H42N7O20P3S
1578	28528	KEGG COMPOUND	C31H52N7O18P3S
1580	18037	KEGG COMPOUND	C12H22O3
1581	27868	KEGG COMPOUND	C33H56N7O18P3S
1583	16404	KEGG COMPOUND	C30H44O4
1585	28422	KEGG COMPOUND	C6H10O3
1586	27648	KEGG COMPOUND	C27H44N7O18P3S
1588	1643	KEGG COMPOUND	C12H15N2O4
1589	27973	KEGG COMPOUND	C6H13O9P
1590	28264	KEGG COMPOUND	C29H48N7O18P3S
1592	15491	KEGG COMPOUND	C37H64N7O18P3S
1593	27401	KEGG COMPOUND	C5H8O3
1594	15492	KEGG COMPOUND	C28H44N7O20P3S
1595	15371	KEGG COMPOUND	C40H70N7O18P3S
1596	17960	KEGG COMPOUND	C3H4O3
1600	1656	KEGG COMPOUND	C4H9O8P
1602	16001	KEGG COMPOUND	C3H8O10P2
1605	30933	KEGG COMPOUND	C3H5O7P
1607	30850	KEGG COMPOUND	C7H12O5
1608	16345	KEGG COMPOUND	C3H7NO4S
1609	1665	KEGG COMPOUND	C3H4O5S
1610	27802	KEGG COMPOUND	C6H6O5S
1611	48291	KEGG COMPOUND	C3H6O6S
1613	16894	KEGG COMPOUND	C3H4O6S
1614	1670	KEGG COMPOUND	C5H10N2O3
1615	18261	KEGG COMPOUND	C4H8N2O3
1623	1679	KEGG COMPOUND	C10H13NO8
1624	27989	KEGG COMPOUND	C33H56N7O17P3S
1627	1683	KEGG COMPOUND	C24H42O21
1628	1684	KEGG COMPOUND	C21H32O5
1631	28834	KEGG COMPOUND	C24H40O4
1632	16390	KEGG COMPOUND	C24H38O5
1633	1689	KEGG COMPOUND	C21H34O4
1634	1690	KEGG COMPOUND	C21H32O4
1635	27458	KEGG COMPOUND	C48H80N7O21P3S
1636	17278	KEGG COMPOUND	C27H48O4
1637	27379	KEGG COMPOUND	C48H78N7O21P3S
1638	16359	KEGG COMPOUND	C24H40O5
1639	27505	KEGG COMPOUND	C48H78N7O20P3S
1641	16496	KEGG COMPOUND	C27H48O3
1643	15493	KEGG COMPOUND	C48H80N7O20P3S
1644	36240	KEGG COMPOUND	C24H40O5
1645	27403	KEGG COMPOUND	C48H80N7O20P3S
1646	28540	KEGG COMPOUND	C27H48O3
1647	16312	KEGG COMPOUND	C24H38O5
1648	28533	KEGG COMPOUND	C48H78N7O20P3S
1649	27393	KEGG COMPOUND	C48H78N7O19P3S
1650	27428	KEGG COMPOUND	C27H46O3
1651	16577	KEGG COMPOUND	C27H46O4
1652	28047	KEGG COMPOUND	C27H48O2
1653	15494	KEGG COMPOUND	C48H80N7O19P3S
1654	28195	KEGG COMPOUND	C19H30O2
1655	16325	KEGG COMPOUND	C24H40O3
1657	16317	KEGG COMPOUND	C30H46O4
1660	28082	KEGG COMPOUND	C27H48O3
1661	16286	KEGG COMPOUND	C29H48O2
1662	18134	KEGG COMPOUND	C29H48O3
1663	1720	KEGG COMPOUND	C28H46O3
1664	16229	KEGG COMPOUND	C21H34O2
1666	28689	KEGG COMPOUND	C19H28O2
1667	16814	KEGG COMPOUND	C19H28O5S
1671	1728	KEGG COMPOUND	C34H44O16
1677	1734	KEGG COMPOUND	C16H12O3
1678	1736	KEGG COMPOUND	C19H20O4
1679	1737	KEGG COMPOUND	C21H23N2O3
1680	17294	KEGG COMPOUND	C21H23N2O3
1684	16455	KEGG COMPOUND	C29H50O
1685	17813	KEGG COMPOUND	C29H46O
1686	1744	KEGG COMPOUND	C8HCl4F3N2
1687	17199	KEGG COMPOUND	C8H6O6
1688	17204	KEGG COMPOUND	C5H6O4
1689	28367	KEGG COMPOUND	C20H30O3
1691	1751	KEGG COMPOUND	C10H8O8S2
1692	16372	KEGG COMPOUND	C21H30O5
1694	28799	KEGG COMPOUND	C9H7NO2
1695	28678	KEGG COMPOUND	C15H14O3
1696	15495	KEGG COMPOUND	C37H66N7O17P3S
1697	28329	KEGG COMPOUND	C14H12O3
1698	28883	KEGG COMPOUND	C9H7NO2
1699	1760	KEGG COMPOUND	C14H8O2
1700	15934	KEGG COMPOUND	C9H16N4O6
1703	18243	KEGG COMPOUND	C8H11NO2
1704	17442	KEGG COMPOUND	C10H9NO4
1705	17619	KEGG COMPOUND	C16H20N2O2
1707	15863	KEGG COMPOUND	C12H16O12
1709	16578	KEGG COMPOUND	C14H25N3O14P2
1710	17903	KEGG COMPOUND	C14H15N3
1711	17467	KEGG COMPOUND	C14H15N3O
1712	16098	KEGG COMPOUND	C9H11NO6
1713	1774	KEGG COMPOUND	C7H14NO2
1714	28483	KEGG COMPOUND	C7H11N3O
1715	16741	KEGG COMPOUND	C13H16O8
1716	17645	KEGG COMPOUND	C6H11NO3
1717	28684	KEGG COMPOUND	C27H45N8O18P3S
1719	16080	KEGG COMPOUND	C4H9NO3
1723	1784	KEGG COMPOUND	C12H11N
1724	17769	KEGG COMPOUND	C4H9NO
1725	16865	KEGG COMPOUND	C4H9NO2
1726	15496	KEGG COMPOUND	C25H43N8O17P3S
1727	16607	KEGG COMPOUND	C3H5N3
1729	1790	KEGG COMPOUND	C8H7BrO2
1730	17424	KEGG COMPOUND	C7H6O7
1731	16321	KEGG COMPOUND	C7H6O7
1732	18046	KEGG COMPOUND	C7H6O6
1737	16754	KEGG COMPOUND	C7H8O4
1738	16766	KEGG COMPOUND	C7H8O4
1739	1800	KEGG COMPOUND	C7H7ClO
1742	30747	KEGG COMPOUND	C7H5ClO2
1743	15498	KEGG COMPOUND	C28H39ClN7O17P3S
1744	27757	KEGG COMPOUND	C12H9Cl
1745	27772	KEGG COMPOUND	C6H5ClO2
1746	28078	KEGG COMPOUND	C6H5ClO
1747	1808	KEGG COMPOUND	C8H7ClO3
1749	17346	KEGG COMPOUND	C8H6ClN
1751	32374	KEGG COMPOUND	C9H8O3
1752	15499	KEGG COMPOUND	C30H42N7O18P3S
1753	16428	KEGG COMPOUND	C16H16O7
1755	17847	KEGG COMPOUND	C7H8O
1761	16655	KEGG COMPOUND	C14H21NO11
1764	1826	KEGG COMPOUND	C14H10O3
1767	27677	KEGG COMPOUND	C28H39FN7O17P3S
1768	30907	KEGG COMPOUND	C8H8O6
1769	1831	KEGG COMPOUND	C17H30Cl2N5O8PS
1770	16671	KEGG COMPOUND	C5H11N3O
1773	16711	KEGG COMPOUND	C4H4O2
1776	30923	KEGG COMPOUND	C5H6O6
1777	27530	KEGG COMPOUND	C6H10O4
1778	17655	KEGG COMPOUND	C5H8O4
