Kingdom	Phylum	Class	Order	Family	Genus	Species	NA
asv177	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Euplotia	Uronychiidae	Uronychia	Uronychia_sp.
asv178	Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
asv179	Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
asv180	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
asv181	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.
asv182	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	NA	NA
asv183	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Chrysophyceae_Clade-C_X	Chrysophyceae_Clade-C_X_sp.
asv184	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Arcocellulus	NA
asv185	Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
asv186	Eukaryota	Hacrobia	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX	Picozoa_XXXX_sp.
asv187	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	NA	NA
asv188	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	Cryothecomonas_aestivalis
asv189	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_M	Strombidiidae_M_X	Strombidiidae_M_X_sp.
asv190	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
asv191	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
asv192	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.
asv193	Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
asv194	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
asv195	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.
asv196	Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
asv197	Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-2	Telonemia-Group-2_X	Telonemia-Group-2_X_sp.
asv198	Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-1	Telonemia-Group-1_X	Telonemia-Group-1_X_sp.
asv199	Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
asv200	Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
asv201	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-23	Dino-Group-II-Clade-23_X	Dino-Group-II-Clade-23_X_sp.
asv202	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Prymnesium	Prymnesium_sp.
asv203	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_polaris
asv204	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.
asv205	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	TAGIRI1-lineage	TAGIRI1-lineage_X	TAGIRI1-lineage_X_sp.
asv206	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Calanus	Calanus_helgolandicus
asv207	Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
asv208	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Chrysophyceae_Clade-C_X	Chrysophyceae_Clade-C_X_sp.
asv209	Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
asv210	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Prunus	Prunus_persica
asv211	Eukaryota	Opisthokonta	Metazoa	Craniata	Craniata_X	NA	NA	NA
asv212	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
asv213	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Florenciellales	Pseudochattonella	Pseudochattonella_verruculosa
asv214	Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3E	MAST-3E_X	MAST-3E_XX	MAST-3E_XX_sp.
asv215	Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
asv216	Eukaryota	Stramenopiles	Pseudofungi	MAST-1	MAST-1A	MAST-1A_X	MAST-1A_XX	MAST-1A_XX_sp.
asv217	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	NA	NA	NA
asv218	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Mataza-lineage	Mataza-lineage_X	Mataza-lineage_X_sp.
asv219	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
asv220	Eukaryota	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadales_clade_B	Pelagomonadales_clade_B2	Pelagomonadales_clade_B2_sp.
asv221	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
asv222	Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-2	Telonemia-Group-2_X	Telonemia-Group-2_X_sp.
asv223	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Protodinium	Protodinium_simplex
asv224	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Amphidiniopsidaceae	Amphidiniopsis	NA
asv225	Eukaryota	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadales_clade_B	Pelagomonadales_clade_B1	Pelagomonadales_clade_B1_sp.
asv226	Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
asv227	Eukaryota	Hacrobia	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX	Picozoa_XXXX_sp.
asv228	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
asv229	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Filosa-Thecofilosea_XX	Filosa-Thecofilosea_XXX	Filosa-Thecofilosea_XXX_sp.
asv230	Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
asv231	Eukaryota	Opisthokonta	Metazoa	Craniata	Craniata_X	Craniata_XX	Craniata_XXX	Craniata_XXX_sp.
asv232	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
asv233	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
asv234	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Prymnesium	Prymnesium_sp.
asv235	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	Cryothecomonas_aestivalis
asv236	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
asv237	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Pelagodinium	Pelagodinium_beii
asv238	Eukaryota	Stramenopiles	Ochrophyta	Pelagophyceae	Sarcinochrysidales	Sarcinochrysidaceae	Sarcinochrysis	NA
asv239	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Marimonadida	Marimonadida_X	Marimonadida_XX	Marimonadida_XX_sp.
asv240	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_neogracilis
asv241	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Pelagodinium	Pelagodinium_beii
asv242	Eukaryota	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadales_clade_A	Pelagomonadales_clade_A1	Pelagomonadales_clade_A1_sp.
asv243	Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
asv244	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Thoracosphaeraceae_X	Thoracosphaeraceae_X_sp.
asv245	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Haptolina	Haptolina_sp.
asv246	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Cylindrotheca	Cylindrotheca_sp.
asv247	Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadales_X	Pyramimonadales_XX	Pyramimonadales_XX_sp.
asv248	Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Triparmaceae	Triparma	Triparma_laevis_clade
asv249	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Dictyochophyceae_XX	Dictyochophyceae_XXX	Dictyochophyceae_XXX_sp.
asv250	Eukaryota	Stramenopiles	Sagenista	MAST-7	MAST-7A	MAST-7A_X	MAST-7A_XX	MAST-7A_XX_sp.
asv251	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Apocalathium	Apocalathium_aciculiferum
asv252	Eukaryota	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagococcus	Pelagococcus_subviridis
asv253	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Fragilariopsis	NA
asv254	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Thoracosphaeraceae_X	Thoracosphaeraceae_X_sp.
asv255	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Minidiscus	NA
asv256	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Calanus	Calanus_helgolandicus
asv257	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
asv258	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pseudopedinella	Pseudopedinella_sp.
asv259	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Arcocellulus	Arcocellulus_cornucervis
asv260	Eukaryota	Opisthokonta	Mesomycetozoa	Ichthyosporea	Ichthyosphonida	Abeoformidae_Group_MAIP_2	Abeoformidae_Group_MAIP_2_X	Abeoformidae_Group_MAIP_2_X_sp.
asv261	Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
asv262	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Grammonema	Grammonema_striatula
asv263	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	NA
asv264	Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	Pyramimonas_gelidicola
asv265	Eukaryota	Stramenopiles	Sagenista	MAST-9	MAST-9A	MAST-9A_X	MAST-9A_XX	MAST-9A_XX_sp.
asv266	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastigaceae-B	Dolichomastigaceae-B_sp.
asv267	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.
asv268	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_antarctica
asv269	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
asv270	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_sp.
asv271	Eukaryota	Stramenopiles	Sagenista	MAST-8	MAST-8B	MAST-8B_X	MAST-8B_XX	MAST-8B_XX_sp.
asv272	Eukaryota	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadales_clade_A	Pelagomonadales_clade_A3	Pelagomonadales_clade_A3_sp.
asv273	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Mataza-lineage	Mataza-lineage_X	Mataza-lineage_X_sp.
asv274	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_H	Strombidiidae_H_X	Strombidiidae_H_X_sp.
asv275	Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
asv276	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Calanus	Calanus_helgolandicus
asv277	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_sp.
asv278	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_sp.
asv279	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	Cryothecomonas_aestivalis
asv280	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
asv281	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
asv282	Eukaryota	Stramenopiles	Ochrophyta	NA	NA	NA	NA	NA
asv283	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Cylindrotheca	Cylindrotheca_closterium
asv284	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Apocalathium	Apocalathium_aciculiferum
asv285	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	Cryothecomonas_aestivalis
asv286	Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Triparmaceae	Triparma	Triparma_pacifica
asv287	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Rhizosolenia	Rhizosolenia_imbricata_var_shrubsolei
asv288	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Tisbe	Tisbe_tenera
asv289	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
asv290	Eukaryota	Hacrobia	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX	Picozoa_XXXX_sp.
asv291	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	NA
asv292	Eukaryota	Hacrobia	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX	Picozoa_XXXX_sp.
asv293	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pseudo-nitzschia	NA
asv294	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	NA
asv295	Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Parmales_env_3	Parmales_env_3B	Parmales_env_3B_sp.
asv296	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Nusuttodinium	NA
asv297	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.
asv298	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pseudo-nitzschia	Pseudo-nitzschia_sp.
asv299	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
asv300	Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
asv301	Eukaryota	Stramenopiles	Pseudofungi	MAST-1	MAST-1C	MAST-1C_X	MAST-1C_XX	MAST-1C_XX_sp.
asv302	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Calanus	Calanus_helgolandicus
asv303	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Oithona	Oithona_similis
asv304	Eukaryota	Stramenopiles	Sagenista	MAST-8	MAST-8E	MAST-8E_X	MAST-8E_XX	MAST-8E_XX_sp.
asv305	Eukaryota	Hacrobia	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX	Picozoa_XXXX_sp.
asv306	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Marimonadida	Marimonadida_X	Marimonadida_XX	Marimonadida_XX_sp.
asv307	Eukaryota	Stramenopiles	Sagenista	MAST-7	MAST-7A	MAST-7A_X	MAST-7A_XX	MAST-7A_XX_sp.
asv308	Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-2	Telonemia-Group-2_X	Telonemia-Group-2_X_sp.
asv309	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-III	Dino-Group-III_X	Dino-Group-III_XX	Dino-Group-III_XX_sp.
asv310	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulida	Labyrinthulaceae	Aplanochytrium	Aplanochytrium_sp.
asv311	Eukaryota	Opisthokonta	Mesomycetozoa	Ichthyosporea	Ichthyosphonida	Abeoformidae_Group_MAIP_1	Abeoformidae_Group_MAIP_1_X	Abeoformidae_Group_MAIP_1_X_sp.
asv312	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida_G	Strombidiida_G_X	Strombidiida_G_XX	Strombidiida_G_XX_sp.
asv313	Eukaryota	Stramenopiles	Sagenista	MAST-4	MAST-4E	MAST-4E_X	MAST-4E_XX	MAST-4E_XX_sp.
asv314	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes	Malassezia	Malassezia_sp.
asv315	Eukaryota	Opisthokonta	Metazoa	Craniata	Craniata_X	Craniata_XX	Capra	Capra_hircus
asv316	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum_sp.
asv317	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Calanus	Calanus_helgolandicus
asv318	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Mantoniella	Mantoniella_beaufortii
asv319	Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
asv320	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_sp.
asv321	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_decipiens
asv322	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Nitzschia	Nitzschia_sp.
asv323	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Chrysophyceae_Clade-C_X	Chrysophyceae_Clade-C_X_sp.
asv324	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Calanus	Calanus_helgolandicus
asv325	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	NA	NA
asv326	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Calanus	Calanus_helgolandicus
asv327	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Rhyzophidiales_X	Rhyzophidiales_X_sp.
asv328	Eukaryota	Alveolata	Ciliophora	NA	NA	NA	NA	NA
asv329	Eukaryota	Opisthokonta	Metazoa	Craniata	Craniata_X	Craniata_XX	NA	NA
asv330	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-23	Dino-Group-II-Clade-23_X	Dino-Group-II-Clade-23_X_sp.
asv331	Eukaryota	Hacrobia	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX	Picozoa_XXXX_sp.
asv332	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	NA	NA	NA
asv333	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Calanus	Calanus_helgolandicus
asv334	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Calanus	Calanus_helgolandicus
asv335	Eukaryota	Hacrobia	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX	Picozoa_XXXX_sp.
asv336	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
asv337	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Synedra	Synedra_hyperborea
asv338	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Chrysophyceae_Clade-C_X	Chrysophyceae_Clade-C_X_sp.
asv339	Eukaryota	Stramenopiles	Ochrophyta	NA	NA	NA	NA	NA
asv340	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Bacillaria	Bacillaria_paxillifer
asv341	Eukaryota	Hacrobia	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX	Picozoa_XXXX_sp.
asv342	Eukaryota	Opisthokonta	Metazoa	Rotifera	Rotifera_X	Rotifera_XX	NA	NA
asv343	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Oithona	Oithona_similis
asv344	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophyceae_Clade_E	Prymnesiophyceae_Clade_E_X	Prymnesiophyceae_Clade_E_XX	Prymnesiophyceae_Clade_E_XX_sp.
asv345	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Calanus	Calanus_helgolandicus
asv346	Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
asv347	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_polaris
asv348	Eukaryota	Stramenopiles	Sagenista	MAST-8	MAST-8B	MAST-8B_X	MAST-8B_XX	MAST-8B_XX_sp.
asv349	Eukaryota	Stramenopiles	Pseudofungi	MAST-1	MAST-1C	MAST-1C_X	MAST-1C_XX	MAST-1C_XX_sp.
asv350	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
asv351	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Margalefidinium	Margalefidinium_fulvescens
asv352	Eukaryota	Rhizaria	Cercozoa	Chlorarachniophyceae	Chlorarachnida	Chlorarachnida_X	Chlorarachnida_XX	Chlorarachnida_XX_sp.
asv353	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Apocalathium	Apocalathium_aciculiferum
asv354	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Apocalathium	Apocalathium_aciculiferum
asv355	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Florenciellales	Florenciellales_X	Florenciellales_X_sp.
asv356	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium_veneficum
asv357	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Raphid-pennate_X	Raphid-pennate_X_sp.
asv358	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	NA
asv359	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	Navicula_sp.
asv360	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadidae	Reckertia	Reckertia_filosa
asv361	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae	Strombidiidae_X	Strombidiidae_X_sp.
asv362	Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-2	Telonemia-Group-2_X	Telonemia-Group-2_X_sp.
