file001_18S_clip	file002_18S_clip	file003_18S_clip	file004_18S_clip	file005_18S_clip	file006_18S_clip	file007_18S_clip	file008_18S_clip	file009_18S_clip	file010_18S_clip	file011_18S_clip	file012_18S_clip	file013_18S_clip	file014_18S_clip	file015_18S_clip	file016_18S_clip	file017_18S_clip	file018_18S_clip	file019_18S_clip	file020_18S_clip	file021_18S_clip	file022_18S_clip	file023_18S_clip	file024_18S_clip	file025_18S_clip	file026_18S_clip	file027_18S_clip	file028_18S_clip	file029_18S_clip	file030_18S_clip	file031_18S_clip	file032_18S_clip
asv560	13	1	0	0	0	0	38	0	0	0	0	0	7	0	2	0	0	78	0	0	7	0	0	0	0	5	0	0	0	0	0	0
asv561	0	14	0	0	2	4	1	0	8	6	4	3	14	6	6	13	11	0	0	0	17	14	0	0	0	28	0	0	0	0	0	0
asv562	0	0	0	0	0	32	40	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	48	0	29	0	0	0	0	0	0
asv563	8	9	0	0	0	3	53	0	0	2	0	0	3	0	1	22	0	0	0	0	21	0	0	7	0	13	0	0	0	0	6	0
asv564	25	0	3	0	5	0	14	0	5	2	3	20	1	7	1	0	17	0	0	0	0	4	0	0	0	4	0	35	0	0	1	0
asv565	18	0	2	0	0	2	1	0	10	5	0	1	0	45	0	9	9	10	5	0	0	0	0	0	0	0	0	27	0	0	3	0
asv566	0	29	0	0	0	38	2	0	0	0	0	0	0	1	0	0	0	0	0	0	31	0	0	37	0	9	0	0	0	0	0	0
asv567	0	2	0	0	0	0	97	0	0	12	0	0	0	5	1	0	2	0	0	0	2	0	0	19	0	5	0	0	0	0	2	0
asv568	0	1	0	0	7	2	92	0	2	0	0	0	0	6	4	0	4	0	0	0	15	0	0	4	0	8	0	0	0	0	2	0
asv569	5	2	0	0	0	3	71	0	0	0	0	0	11	3	2	0	1	15	0	0	19	0	0	11	0	2	0	0	0	0	0	0
asv570	0	0	0	0	5	54	0	0	0	0	0	0	0	3	10	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0
asv571	10	0	0	0	0	0	68	0	5	2	0	2	16	1	2	0	9	17	0	0	1	0	0	0	0	2	0	8	0	0	0	0
asv572	0	1	0	0	3	0	40	0	5	0	0	0	0	4	0	0	18	0	0	0	6	0	0	65	0	1	0	0	0	0	0	0
asv573	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	136	0	0	0	0	0	0	0	0
asv574	13	1	0	0	0	0	26	0	5	8	6	4	7	32	0	0	2	19	0	0	2	2	0	0	0	0	0	13	0	0	1	0
asv575	10	0	5	0	0	1	0	0	9	13	36	9	1	12	0	20	5	0	0	0	6	4	0	0	0	0	0	8	0	0	2	0
asv576	0	9	0	0	0	8	52	0	0	0	0	0	0	0	3	0	1	0	0	0	30	0	0	3	0	35	0	0	0	0	0	0
asv577	0	23	0	0	0	11	28	0	0	0	0	0	0	0	7	0	3	0	0	0	32	0	0	2	0	29	0	0	0	0	5	0
asv578	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	37	0	0	12	0	23	0	0	0	0	18	0	0
asv579	0	15	0	0	0	18	13	0	0	0	0	0	0	6	0	0	0	0	0	0	28	0	0	49	0	10	0	0	0	0	0	0
asv580	13	0	0	0	0	3	24	0	0	0	0	3	5	16	1	0	1	60	4	0	0	0	0	0	0	2	0	6	0	0	0	0
asv581	1	5	0	0	0	15	9	0	0	3	0	1	10	0	2	13	0	1	16	0	26	4	1	5	0	4	0	4	0	0	18	0
asv582	1	3	0	0	0	0	7	1	1	14	2	1	23	2	3	10	12	0	11	0	6	13	1	0	0	7	0	6	0	1	12	0
asv583	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv584	14	0	0	0	0	0	2	0	3	11	17	10	1	24	0	0	14	0	20	0	3	0	1	0	0	1	0	12	0	0	3	0
asv585	21	0	0	0	1	0	66	0	11	0	0	0	3	6	5	0	0	6	0	0	9	0	0	0	0	2	0	5	0	0	0	0
asv586	4	0	0	0	0	1	97	0	0	7	0	0	3	0	0	0	0	19	0	0	0	0	0	1	0	3	0	0	0	0	0	0
asv587	0	9	0	0	0	2	48	0	0	0	0	0	3	0	13	0	0	0	0	0	30	0	0	1	0	29	0	0	0	0	0	0
asv588	0	8	0	0	22	2	17	0	1	0	0	0	0	6	0	0	5	0	0	0	0	0	0	61	0	11	0	0	0	0	2	0
asv589	2	18	0	0	0	6	3	0	1	12	5	1	2	38	0	0	5	0	6	0	7	0	0	13	0	3	0	12	0	0	0	0
asv590	0	24	0	0	0	12	10	0	0	0	0	0	12	2	7	0	0	0	1	0	27	0	0	19	0	18	0	2	0	0	0	0
asv591	10	0	2	0	6	0	21	0	9	6	0	4	5	20	2	0	3	35	0	0	0	0	0	0	0	1	0	6	0	0	2	0
asv592	17	0	6	0	5	0	10	0	7	0	7	2	2	42	0	0	8	0	11	0	1	4	0	0	0	0	0	9	0	0	0	0
asv593	0	0	0	0	0	0	116	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	3	0
asv594	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0
asv595	20	2	0	0	9	1	5	0	16	1	3	6	3	26	0	7	11	0	6	0	0	4	0	0	0	0	0	7	0	0	3	0
asv596	9	8	0	0	13	2	11	0	14	0	0	11	4	16	0	3	10	1	0	0	0	10	0	1	0	2	0	15	0	0	0	0
asv597	0	10	0	0	0	1	16	0	0	5	2	0	0	4	2	0	2	45	0	0	35	0	0	2	0	6	0	0	0	0	0	0
asv598	13	0	5	0	0	1	38	0	1	0	18	2	12	1	2	0	0	14	1	0	17	0	0	0	0	0	0	4	0	0	0	0
asv599	2	5	0	0	39	0	11	0	4	0	8	0	0	1	0	0	9	0	1	0	41	0	0	2	0	4	0	0	0	0	2	0
asv600	1	0	0	0	14	2	47	0	5	5	0	2	0	5	2	0	10	0	0	0	17	3	0	1	0	4	0	0	0	0	11	0
asv601	0	53	0	0	0	5	0	0	0	0	23	2	3	0	0	0	0	0	0	0	41	2	0	0	0	0	0	0	0	0	0	0
asv602	0	26	0	0	0	1	3	0	0	0	0	0	0	0	25	0	0	0	0	0	11	0	0	13	0	48	0	0	0	0	2	0
asv603	0	0	0	0	0	0	43	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	1	0
asv604	5	1	9	0	4	4	10	0	3	0	23	0	10	7	0	0	7	39	0	0	4	0	0	0	0	0	0	1	0	0	0	0
asv605	5	4	10	0	0	3	4	0	7	7	17	14	0	14	0	4	2	0	0	0	3	19	0	0	0	2	0	6	0	0	6	0
asv606	0	0	3	0	6	6	0	0	6	11	11	5	19	1	4	21	2	2	8	0	0	8	0	0	0	0	0	5	0	0	9	0
asv607	0	0	0	0	0	28	23	0	0	0	0	0	14	0	1	14	0	0	0	0	0	0	0	26	0	14	0	0	0	0	7	0
asv608	0	2	0	0	0	1	63	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	19	0	27	0	0	0	0	10	0
asv609	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
asv610	1	0	1	0	5	2	16	0	1	7	0	4	12	5	1	18	5	35	0	0	0	5	0	2	0	1	0	0	0	0	4	0
asv611	1	1	0	0	2	0	0	0	5	0	0	6	3	3	0	0	0	89	13	0	0	0	0	0	0	0	0	1	0	0	1	0
asv612	0	8	0	0	0	5	39	0	0	0	0	0	0	0	9	0	0	0	0	0	28	0	0	0	0	36	0	0	0	0	0	0
asv613	0	2	0	0	0	0	64	0	0	0	0	0	0	1	0	0	0	0	0	0	28	0	0	10	0	20	0	0	0	0	0	0
asv614	12	0	0	0	0	0	1	0	9	8	9	19	0	26	6	0	1	0	3	0	0	8	0	0	0	0	0	22	0	0	0	0
asv615	0	0	0	0	0	3	15	0	13	0	0	0	0	31	1	0	7	0	0	0	1	1	0	48	0	0	0	1	0	0	3	0
asv616	0	25	0	0	0	6	7	0	2	0	0	0	0	3	4	7	0	0	0	0	14	0	2	16	0	37	0	0	0	0	0	0
asv617	0	5	0	0	0	2	7	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	91	0	9	0	0	0	0	1	0
asv618	0	1	0	0	7	2	68	0	5	0	0	0	0	13	1	0	5	0	0	0	4	0	0	16	0	0	0	0	0	0	1	0
asv619	15	3	5	0	0	1	12	0	0	13	13	10	3	13	0	0	1	0	0	0	0	3	0	0	0	1	0	29	0	0	0	0
asv620	19	0	0	0	28	0	28	0	0	2	7	4	12	6	1	0	0	3	0	0	2	7	0	0	0	1	0	1	0	0	0	0
asv621	0	22	0	0	1	0	2	0	0	0	0	0	21	1	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0
asv622	11	0	5	0	7	0	5	0	11	1	7	11	0	33	1	0	5	0	2	0	0	9	0	0	0	0	0	12	0	0	0	0
asv623	8	1	0	0	4	0	63	0	3	1	0	1	6	12	2	0	0	0	0	0	4	0	0	4	0	2	0	8	0	0	0	0
asv624	0	4	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	64	0	0	0	0	0	0
asv625	0	17	0	0	0	27	10	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	53	0	5	0	0	0	0	0	0
asv626	0	2	0	1	2	1	4	0	10	14	28	8	3	5	0	0	13	0	5	0	0	7	0	0	0	2	0	9	0	0	4	0
asv627	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	1	0	0	0	0	1	0
asv628	16	0	0	0	0	0	1	0	10	7	7	10	5	12	2	0	7	8	15	0	0	0	0	0	0	2	0	15	0	0	0	0
asv629	5	2	0	0	11	1	35	0	11	6	4	0	1	7	0	0	0	24	0	0	0	2	0	6	0	2	0	0	0	0	0	0
asv630	5	3	0	0	15	0	19	0	1	14	0	4	1	22	0	0	10	1	0	0	5	0	0	0	0	2	0	15	0	0	0	0
asv631	0	8	0	0	0	6	20	0	0	0	0	0	0	0	4	0	0	0	0	0	28	0	0	39	0	12	0	0	0	0	0	0
asv632	4	0	0	0	0	18	3	0	0	0	0	0	20	4	6	60	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
asv633	17	0	17	0	0	0	3	0	5	0	9	14	6	13	0	0	8	0	2	0	2	4	0	0	0	1	0	13	0	0	1	0
asv634	1	0	0	0	0	4	16	0	0	18	0	2	19	10	1	0	2	35	0	0	2	4	0	1	0	0	0	0	0	0	0	0
asv635	9	0	0	0	0	2	2	0	9	3	3	7	1	50	0	0	6	0	10	0	0	0	0	0	0	0	0	12	0	0	0	0
asv636	2	12	0	0	0	2	9	0	0	0	0	0	1	0	42	0	0	0	0	0	0	0	0	2	0	44	0	0	0	0	0	0
asv637	0	0	1	0	17	0	0	54	0	0	1	0	0	0	0	0	17	1	0	1	20	1	0	0	0	0	0	0	0	0	0	0
asv638	0	0	0	0	7	3	7	0	9	1	11	0	1	10	3	7	0	24	3	0	0	7	0	4	0	0	0	16	0	0	0	0
asv639	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	107	0	0	0	0	0	0	0	0
asv640	18	1	0	0	0	0	18	0	0	0	0	4	8	3	1	4	0	46	0	0	1	0	0	0	0	3	0	1	0	0	4	0
asv641	4	0	0	0	3	1	6	0	4	10	7	6	0	34	0	0	5	0	14	0	0	4	0	0	0	0	0	12	0	0	2	0
asv642	12	0	0	0	0	0	48	0	6	0	0	0	7	0	2	0	0	34	0	0	1	0	0	0	1	0	0	0	0	0	0	0
asv643	0	5	0	0	4	1	9	0	1	10	0	1	1	18	1	0	4	0	0	0	1	0	0	51	0	2	0	1	0	0	0	1
asv644	1	3	0	0	14	11	7	0	5	5	0	0	16	8	0	5	4	0	7	0	17	0	0	1	0	5	0	1	0	0	0	0
asv645	0	8	0	0	0	40	4	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	41	0	5	0	0	0	0	3	0
asv646	0	0	0	0	0	0	11	0	2	0	0	0	15	4	17	0	1	24	0	0	15	0	0	8	0	13	0	0	0	0	0	0
asv647	0	18	0	0	0	0	68	0	0	0	0	0	0	2	2	0	0	0	0	0	12	0	0	2	0	5	0	0	0	0	0	0
asv648	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
asv649	1	1	3	0	0	14	12	0	0	0	0	0	11	2	0	16	0	0	0	0	28	0	0	16	0	3	0	0	0	0	0	0
asv650	0	29	0	0	0	9	33	0	0	0	0	0	0	0	2	0	0	0	0	0	9	0	0	5	0	18	0	0	0	0	2	0
asv651	0	1	0	0	1	0	7	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	53	0	28	0	0	0	0	0	0
asv652	0	1	0	0	5	1	70	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	15	0	9	0	0	0	0	2	0
asv653	20	0	5	0	16	0	1	0	1	7	3	5	1	22	0	0	3	0	7	0	0	4	0	0	0	0	0	11	0	0	0	0
asv654	2	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	1	0	38	0	0	0	0	47	0	0	0	1	0	0
asv655	2	7	0	0	6	9	1	0	2	3	11	2	9	3	1	7	1	3	0	0	31	1	0	0	0	2	0	3	0	0	1	0
asv656	5	0	2	0	0	0	2	0	3	8	3	11	1	28	0	0	1	9	3	0	0	3	0	0	0	2	0	23	0	0	0	0
asv657	10	0	0	0	0	0	15	0	3	0	0	0	0	7	0	0	2	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv658	5	3	0	0	0	0	21	0	0	2	1	2	5	4	4	0	0	48	2	0	3	0	0	0	0	2	0	1	0	0	0	0
asv659	4	3	0	0	15	0	36	0	1	0	5	2	11	3	2	0	0	5	2	0	9	1	0	0	0	2	0	2	0	0	0	0
asv660	0	3	0	0	12	2	0	0	15	0	0	0	0	20	1	0	1	0	0	0	0	0	0	46	0	3	0	0	0	0	0	0
asv661	2	3	0	0	0	0	1	0	1	5	0	1	0	39	0	0	9	0	0	0	0	8	0	0	0	1	0	32	0	0	0	0
asv662	0	25	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	23	0	0	13	0	30	0	0	0	0	0	0
asv663	8	2	0	0	0	0	31	0	0	0	0	5	9	9	0	10	1	10	1	0	9	0	0	2	0	0	0	3	0	0	0	0
asv664	5	0	0	0	0	2	11	0	1	4	0	4	3	28	0	0	2	10	3	0	3	4	0	0	0	4	0	11	0	0	5	0
asv665	3	1	0	0	5	0	26	0	0	1	4	0	0	6	1	0	2	16	0	0	31	0	0	1	0	1	0	0	0	0	2	0
asv666	0	0	0	0	0	3	21	0	0	3	0	1	0	0	1	0	0	0	0	0	60	0	0	0	0	11	0	0	0	0	0	0
asv667	0	0	0	0	0	0	75	0	0	0	0	0	0	3	4	0	1	0	0	0	11	0	0	2	0	3	0	0	0	0	0	0
asv668	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	21	0	0	2	0	42	0	0	0	0	8	0	0
asv669	0	20	0	0	0	3	17	0	0	0	0	0	0	0	5	0	0	0	0	0	18	0	0	21	0	14	0	0	0	0	0	0
asv670	0	0	2	0	0	0	0	0	3	5	0	6	2	3	0	39	11	0	5	0	4	8	0	0	0	0	0	9	0	0	1	0
asv671	0	0	0	0	0	24	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
asv672	0	2	0	0	15	4	38	0	0	0	0	0	0	4	2	0	11	0	0	0	10	0	0	4	0	6	0	0	0	0	0	0
asv673	28	0	9	0	0	0	24	0	7	1	0	2	9	4	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	3	0
asv674	12	1	0	0	0	0	34	0	0	0	0	1	12	5	0	0	6	12	0	0	8	0	0	0	0	3	0	1	0	0	0	0
asv675	10	0	0	0	0	0	2	0	3	7	15	7	0	13	0	0	21	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0
asv676	6	0	0	0	0	0	4	0	4	6	13	3	4	28	0	0	4	0	9	0	0	0	0	0	0	0	0	13	0	0	0	0
asv677	6	3	0	0	13	2	5	0	1	13	3	3	3	17	4	0	5	0	1	0	3	0	0	0	0	8	0	3	0	0	1	0
asv678	13	0	0	0	0	0	1	0	0	4	22	1	2	19	0	0	18	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
asv679	12	0	0	0	0	0	10	0	0	4	7	5	8	14	0	0	4	9	0	0	7	5	0	0	0	0	0	6	0	0	2	0
asv680	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	63	0	0	0	0	0	0
asv681	0	4	0	0	0	10	16	0	0	0	0	0	0	0	0	2	0	0	1	0	15	1	0	29	0	15	0	0	0	0	0	0
asv682	6	1	0	0	0	0	10	0	0	0	0	0	4	0	0	0	0	58	0	0	9	0	0	0	0	3	0	0	0	0	0	0
asv683	0	12	0	0	0	16	20	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	14	0	2	0	0	0	0	1	0
asv684	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	31	0	11	0	0	0	0	2	0
asv685	0	9	0	0	0	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	63	0	0	0	0	0	0
asv686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	29	0	0	0	0	0	0
asv687	0	1	0	0	14	0	8	0	1	0	0	0	0	12	0	0	1	0	0	0	0	0	0	50	0	0	0	0	0	0	2	0
asv688	0	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	67	0	2	0	0	0	0	0	0
asv689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	88	0	0	0	0	0	0	0	0
asv690	17	0	0	0	0	1	3	0	1	16	3	10	4	15	0	0	7	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1
asv691	17	0	0	0	16	0	22	0	5	8	0	0	2	6	1	0	0	6	0	0	1	0	0	0	0	4	0	0	0	0	0	0
asv692	0	2	0	0	8	1	26	0	2	4	0	0	0	22	0	0	9	0	0	0	1	0	0	9	0	2	0	0	0	0	2	0
asv693	0	0	0	0	24	1	0	0	8	14	16	0	0	4	2	0	1	0	3	0	0	6	0	0	0	0	0	3	0	0	6	0
asv694	0	10	0	0	0	0	47	0	0	0	0	0	0	1	10	0	0	0	0	0	9	0	0	2	0	8	0	0	0	0	0	0
asv695	0	6	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	43	0	14	0	0	0	0	0	0
asv696	0	3	0	0	6	11	4	0	0	0	0	0	1	0	2	14	0	0	0	0	30	9	0	0	0	3	0	1	0	0	3	0
asv697	36	1	0	0	2	0	26	0	1	0	0	8	0	3	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0
asv698	8	0	0	0	0	0	3	0	3	10	0	2	4	12	0	0	1	24	5	0	0	0	0	0	0	0	0	11	0	0	3	0
asv699	4	0	0	0	0	0	42	0	0	0	0	5	12	4	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv700	3	0	0	0	0	0	0	0	5	9	4	2	0	7	0	0	6	33	0	0	0	3	0	0	0	0	0	14	0	0	0	0
asv701	0	1	0	0	0	0	25	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	54	0	0	0	1	0	0	0	0
asv702	0	0	0	0	13	0	14	0	5	0	0	0	0	11	3	0	8	0	0	0	7	0	0	19	0	1	0	0	0	0	3	0
asv703	23	0	0	0	2	0	5	0	4	0	6	1	0	23	0	0	6	0	0	0	0	0	0	0	0	4	0	9	0	0	0	0
asv704	18	0	0	0	0	0	1	0	11	5	0	5	0	6	3	0	11	0	9	0	0	1	0	0	0	1	0	10	0	0	2	0
asv705	9	0	0	0	0	0	2	0	0	5	4	13	0	6	0	0	9	15	0	0	0	0	0	0	0	0	0	19	0	0	1	0
asv706	5	4	0	0	0	0	12	0	1	8	0	2	7	7	0	0	6	10	2	0	8	0	0	0	0	0	0	11	0	0	0	0
asv707	0	18	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	24	0	31	0	0	0	0	0	0
asv708	0	16	0	0	26	0	10	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	19	0	2	0	0	0	0	0	0
asv709	0	6	0	0	0	6	2	0	5	0	0	0	19	1	0	20	0	0	0	0	10	1	0	0	0	6	0	0	0	0	7	0
asv710	0	2	0	0	0	0	59	0	1	0	0	0	0	15	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0
asv711	0	3	0	0	17	0	16	0	0	0	0	0	0	17	0	0	20	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
asv712	6	0	0	0	0	0	3	0	4	6	4	3	2	11	0	0	27	1	0	0	0	6	0	0	0	2	0	4	0	0	2	0
asv713	0	0	0	0	0	0	50	0	1	0	0	0	0	4	0	0	4	0	0	0	2	0	0	15	0	5	0	0	0	0	0	0
asv714	8	0	0	0	0	0	16	0	0	5	5	2	6	12	1	0	8	0	9	0	0	0	0	0	0	0	0	8	0	0	0	0
asv715	3	0	0	0	0	0	6	0	7	7	10	0	0	18	0	19	4	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0
asv716	0	1	0	0	0	0	4	0	0	1	0	0	0	1	0	1	0	0	0	0	5	0	1	66	0	0	0	0	0	0	0	0
asv717	0	0	0	0	0	1	66	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	1	0	1	0	0	0	0	0	0
asv718	0	0	0	0	0	0	2	0	0	4	0	0	0	0	2	0	0	0	0	0	10	0	0	54	0	8	0	0	0	0	0	0
asv719	5	0	0	0	0	0	5	0	0	0	1	0	17	0	0	0	0	50	0	0	0	0	0	0	0	1	0	0	0	0	0	0
asv720	3	0	0	0	0	0	9	0	0	8	2	0	0	9	4	1	3	35	3	0	0	0	0	0	0	0	0	2	0	0	0	0
asv721	0	7	0	0	0	7	18	0	0	0	0	0	0	1	5	0	0	0	0	0	16	0	0	3	0	14	0	0	0	0	8	0
asv722	0	6	0	0	0	2	0	0	0	1	0	0	0	20	0	0	17	7	0	0	15	0	0	10	0	1	0	0	0	0	0	0
asv723	7	0	0	0	0	1	3	0	6	11	8	1	0	15	0	0	12	0	2	0	2	0	0	0	0	0	0	8	0	0	2	0
asv724	7	0	0	0	12	0	7	0	1	0	0	3	4	17	0	0	0	13	2	0	0	0	0	0	0	4	0	1	0	0	7	0
asv725	0	20	0	0	0	10	6	0	0	0	0	0	0	0	2	0	0	0	0	0	15	0	0	19	0	4	0	0	0	0	2	0
asv726	0	2	0	0	0	10	8	0	0	0	0	0	0	0	2	0	0	0	0	0	12	0	0	31	0	13	0	0	0	0	0	0
asv727	9	0	0	0	0	9	6	0	8	1	16	4	0	9	1	2	0	0	0	0	5	0	0	0	0	0	0	6	0	0	1	0
asv728	8	0	0	0	0	0	4	0	4	9	0	4	0	23	0	0	4	0	0	0	1	2	0	0	0	0	0	18	0	0	0	0
asv729	5	0	0	0	0	0	9	0	0	0	0	0	4	1	1	0	0	49	0	0	0	3	0	0	0	0	0	5	0	0	0	0
asv730	0	6	0	0	0	10	14	0	0	0	0	1	0	0	7	0	3	0	0	0	20	0	0	1	0	15	0	0	0	0	0	0
asv731	4	7	9	0	0	0	7	0	0	0	0	1	5	0	6	0	2	0	0	0	0	33	0	0	0	0	0	2	0	0	0	0
asv732	4	1	0	0	8	6	11	0	0	1	7	0	4	15	2	4	0	4	3	0	0	2	0	0	0	2	0	2	0	0	0	0
asv733	1	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv734	0	0	0	0	0	0	45	0	0	0	0	0	0	0	1	0	0	21	0	0	2	0	0	6	0	1	0	0	0	0	0	0
asv735	11	2	0	0	0	0	13	0	0	13	4	0	4	3	0	0	5	3	0	0	0	6	0	0	0	0	0	10	0	0	1	0
asv736	0	0	0	0	5	3	10	0	2	1	0	0	0	15	2	0	0	0	0	0	9	0	0	19	0	1	0	0	0	0	8	0
asv737	5	0	0	0	21	0	7	0	2	0	9	0	0	19	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
asv738	14	0	0	0	13	1	22	0	1	0	0	0	0	4	1	0	0	12	0	0	0	0	0	0	0	4	0	1	0	0	0	0
asv739	7	0	0	0	5	0	5	0	1	11	0	1	1	17	0	0	9	0	0	0	0	1	0	0	0	0	0	15	0	0	0	0
asv740	5	0	0	0	0	0	10	0	2	2	3	1	1	25	0	0	9	8	0	0	0	0	0	0	0	0	0	6	0	0	1	0
asv741	0	6	0	0	0	23	20	0	0	0	0	0	1	0	1	6	2	0	0	0	2	0	0	6	0	2	0	0	0	0	4	0
asv742	0	3	0	0	1	4	5	0	0	0	0	0	8	1	3	35	6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
asv743	0	0	0	0	0	0	60	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0
asv744	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv745	3	0	12	0	0	0	3	0	0	0	17	3	1	13	0	5	8	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0
asv746	3	0	14	0	0	0	5	0	0	0	0	4	1	3	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv747	3	2	0	0	0	0	8	0	2	2	1	0	1	8	0	1	4	1	2	0	16	0	5	10	0	3	0	0	0	1	1	0
asv748	1	1	0	0	2	6	8	0	9	7	0	1	0	15	0	0	5	0	0	0	0	0	0	7	0	5	0	1	0	0	3	0
asv749	0	11	0	0	1	0	38	0	0	0	0	0	0	0	1	0	0	10	0	0	6	0	0	0	0	4	0	0	0	0	0	0
asv750	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0
asv751	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	14	0	0	2	0	19	0	0	0	0	4	0	0
asv752	6	0	10	0	0	0	1	0	5	4	1	3	4	17	0	0	1	6	1	0	0	1	0	0	0	1	0	8	0	0	1	0
asv753	1	0	4	0	0	2	8	0	3	2	5	0	3	15	0	0	1	16	1	0	0	0	0	0	0	1	0	7	0	0	1	0
asv754	0	6	0	0	0	13	4	0	0	14	3	0	6	0	0	3	0	0	0	0	7	4	0	8	0	1	0	0	0	0	1	0
asv755	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	9	0	5	0	0	0	0	0	0
asv756	1	1	2	0	11	1	1	0	5	4	3	10	2	7	2	1	1	0	2	0	0	6	0	0	0	0	0	8	0	0	0	0
asv757	0	6	0	0	0	13	7	0	0	0	0	0	0	0	2	0	0	0	0	0	13	0	0	14	0	13	0	0	0	0	0	0
asv758	0	0	0	0	3	0	54	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
asv759	6	0	0	0	0	0	1	0	5	0	0	1	0	5	0	30	0	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0
asv760	1	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0
