file001_16S_clip	file002_16S_clip	file003_16S_clip	file004_16S_clip	file005_16S_clip	file006_16S_clip	file007_16S_clip	file008_16S_clip	file009_16S_clip	file010_16S_clip	file011_16S_clip	file012_16S_clip	file013_16S_clip	file014_16S_clip	file015_16S_clip	file016_16S_clip	file017_16S_clip	file018_16S_clip	file019_16S_clip	file020_16S_clip	file021_16S_clip	file022_16S_clip	file023_16S_clip	file024_16S_clip	file025_16S_clip	file026_16S_clip	file027_16S_clip	file028_16S_clip	file029_16S_clip	file030_16S_clip	file031_16S_clip	file032_16S_clip
asv589	29	2	4	0	6	0	2	0	21	17	11	24	3	23	4	9	27	3	23	0	1	23	0	0	0	1	0	17	0	0	21	0
asv590	0	16	0	1	1	22	39	0	0	1	0	0	3	6	25	4	1	3	1	0	9	1	0	121	0	11	0	0	0	0	1	0
asv591	0	8	0	0	0	27	31	0	0	0	0	0	0	1	7	0	1	0	0	0	11	0	0	165	0	6	0	0	0	0	5	0
asv592	14	7	2	0	9	0	35	0	6	9	6	6	42	4	5	60	5	20	6	0	5	1	0	0	0	1	1	13	0	0	4	0
asv593	43	0	1	0	20	0	1	0	34	20	14	31	2	6	1	2	16	0	26	0	0	17	0	0	0	0	0	16	0	0	8	0
asv594	0	40	0	0	0	3	9	0	0	0	0	0	0	0	26	0	0	0	0	0	8	0	0	162	0	7	0	0	0	0	0	0
asv595	20	29	3	0	2	2	29	0	1	4	2	6	33	5	11	23	2	40	5	0	19	4	0	0	0	7	0	3	0	0	4	0
asv596	16	6	6	0	2	2	27	1	11	7	20	11	17	7	13	15	6	24	19	0	7	12	0	0	0	4	0	17	0	0	4	0
asv597	4	34	0	0	2	4	7	0	6	3	8	2	33	1	26	48	5	47	1	0	0	7	0	2	0	6	0	2	0	0	6	0
asv598	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	249	0	0	0	0	0	1	0	0	0	0	0	0
asv599	2	19	0	0	0	12	6	0	0	0	0	1	50	0	17	82	0	28	1	0	15	2	0	0	0	15	0	0	0	0	0	0
asv600	42	1	17	0	11	0	0	0	16	6	10	18	7	10	0	5	22	3	24	0	1	9	0	0	0	0	0	19	0	0	28	0
asv601	18	8	0	0	1	0	55	0	15	7	12	8	19	10	4	41	9	14	3	0	1	5	0	0	0	1	0	14	0	0	4	0
asv602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249
asv603	69	4	3	0	5	0	1	0	16	16	14	13	2	12	4	10	17	5	20	0	0	16	0	0	0	0	0	11	0	0	10	0
asv604	38	3	9	0	6	0	0	0	18	12	12	28	0	15	2	8	19	0	31	0	0	21	0	0	0	1	0	7	0	0	18	0
asv605	8	1	18	0	9	0	2	0	21	23	28	22	5	11	2	0	14	0	41	0	0	18	0	0	0	3	0	10	0	0	10	0
asv606	50	0	1	0	1	0	8	0	14	5	5	10	19	11	2	53	6	24	11	0	1	3	0	0	0	3	0	11	0	0	7	0
asv607	8	29	0	0	0	4	10	0	0	0	0	0	28	0	28	92	0	3	0	0	18	0	0	0	0	24	0	0	0	0	1	0
asv608	67	2	1	0	0	1	42	0	2	2	1	4	18	18	11	10	2	41	4	0	5	1	1	0	0	6	0	3	0	0	2	0
asv609	6	2	12	0	14	0	0	0	27	9	19	22	3	7	0	3	19	6	35	1	1	19	0	0	0	1	0	3	0	0	35	0
asv610	0	17	0	0	10	3	116	0	9	4	0	0	0	9	24	0	1	0	0	0	8	0	0	31	0	10	0	0	0	0	2	0
asv611	52	10	0	0	0	0	40	0	1	1	0	0	21	1	12	25	0	63	1	0	9	0	0	0	0	7	0	0	0	0	0	0
asv612	40	9	6	1	2	3	10	0	5	5	7	4	30	9	7	9	14	57	4	0	4	2	0	0	0	1	0	7	1	0	5	0
asv613	38	20	0	0	5	3	38	0	4	10	4	1	18	6	10	3	7	37	7	0	12	2	0	0	0	4	0	4	0	0	9	0
asv614	6	3	6	0	14	2	5	0	11	11	20	25	3	4	3	1	12	1	28	10	1	9	9	2	25	1	1	16	0	1	12	0
asv615	43	1	11	0	11	0	2	0	18	13	24	18	3	13	1	5	19	6	14	0	0	9	0	0	0	0	0	20	0	0	10	0
asv616	10	0	18	0	19	0	0	0	16	15	27	17	1	6	1	3	17	0	30	0	0	19	0	0	0	3	0	21	0	0	18	0
asv617	60	11	1	0	1	1	50	0	6	1	1	1	20	3	10	18	0	48	0	0	2	1	1	0	0	3	0	0	0	0	1	0
asv618	58	6	11	0	4	0	1	1	9	10	10	11	4	13	3	4	18	14	17	0	0	9	2	0	0	1	0	14	0	0	20	0
asv619	4	28	0	3	5	6	21	0	5	0	2	5	28	3	23	34	6	35	2	0	8	1	0	0	0	10	0	4	0	0	7	0
asv620	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	233	0	0	0	0	0
asv621	64	0	5	0	5	0	1	0	13	10	13	14	4	14	3	2	20	1	22	0	2	14	1	0	0	1	0	22	0	0	8	0
asv622	11	0	14	1	10	0	4	0	25	17	13	14	0	12	2	12	22	0	25	0	1	19	0	0	0	2	0	18	0	0	17	0
asv623	2	35	1	0	1	0	12	0	3	2	5	2	31	3	25	36	1	48	1	0	23	4	0	0	0	3	0	1	0	0	0	0
asv624	0	68	0	0	5	1	17	0	7	4	1	2	6	3	16	2	4	10	2	0	32	1	0	27	0	25	0	1	0	0	5	0
asv625	15	0	7	0	9	0	0	0	9	7	30	21	0	17	1	0	18	3	24	4	1	26	0	0	0	2	0	16	0	1	27	0
asv626	108	3	8	0	11	0	2	0	13	10	5	13	3	11	2	0	11	5	6	0	1	6	0	0	0	0	0	8	0	0	11	0
asv627	41	2	0	0	3	0	20	0	1	3	2	0	52	2	10	13	0	77	2	0	1	0	0	0	1	5	0	1	0	0	0	0
asv628	0	17	3	0	13	2	16	0	21	8	1	9	15	3	12	6	13	2	12	0	8	12	0	21	0	7	0	4	0	0	29	0
asv629	15	3	6	0	17	0	4	0	19	23	17	27	2	14	2	0	18	0	13	0	1	12	0	0	0	0	0	22	0	0	15	0
asv630	13	21	2	1	2	1	11	0	2	3	7	1	38	3	16	30	1	34	11	0	3	6	0	0	0	12	0	4	0	0	8	0
asv631	2	18	0	0	20	0	24	0	22	6	1	0	0	21	4	0	63	0	0	0	11	0	0	9	2	9	0	1	0	0	17	0
asv632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	21	0	0	6	0	4	0	0	0	1	194	1	0
asv633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229
asv634	27	4	9	0	5	1	1	0	11	12	15	23	9	16	1	1	20	4	11	0	4	13	1	0	0	2	0	13	0	0	25	0
asv635	17	3	4	0	2	0	0	0	13	5	8	8	1	3	0	1	3	0	6	0	0	11	0	0	0	0	130	9	0	0	4	0
asv636	0	44	0	0	0	0	66	0	3	0	0	0	1	1	15	0	1	0	0	0	38	0	0	37	0	19	0	0	0	0	2	0
asv637	0	6	0	0	3	1	139	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	55	0	15	0	0	0	0	0	0
asv638	75	6	0	0	3	0	10	0	9	11	3	10	18	12	7	16	12	12	6	0	1	2	1	0	0	4	0	3	0	0	5	0
asv639	35	0	7	0	9	0	1	0	21	11	21	25	0	16	0	2	9	0	20	0	0	17	0	0	0	0	0	18	0	0	11	1
asv640	0	6	0	0	0	15	32	0	3	1	0	0	0	1	0	0	3	0	0	0	8	0	0	144	0	5	0	0	0	0	4	0
asv641	126	4	4	0	5	0	6	0	5	2	8	3	6	4	1	4	5	15	6	0	0	3	0	4	0	1	1	7	0	0	1	0
asv642	14	5	0	0	1	0	72	0	15	7	15	9	4	8	5	13	9	23	1	0	2	6	0	0	0	1	1	7	0	0	3	0
asv643	44	1	3	0	1	0	6	0	9	4	16	16	21	5	11	9	6	38	6	0	0	12	0	0	0	0	0	9	0	0	0	0
asv644	35	0	4	0	15	0	0	0	10	12	18	17	1	12	0	5	16	0	21	0	1	22	0	0	0	0	1	18	0	0	9	0
asv645	3	20	5	1	5	2	7	0	12	1	14	5	32	1	6	27	5	32	9	0	5	11	0	0	0	3	0	1	0	0	9	0
asv646	43	0	10	0	14	0	1	0	15	12	27	13	0	3	0	0	11	0	29	0	0	12	0	0	0	0	0	15	0	0	10	0
asv647	21	6	0	0	4	2	27	0	9	5	2	6	16	6	13	15	3	58	1	0	4	4	0	0	0	3	0	4	0	0	5	0
asv648	33	0	7	0	4	0	2	0	28	13	20	22	4	15	1	0	13	0	14	0	0	14	0	0	0	0	0	18	0	0	5	0
asv649	22	0	4	0	10	0	0	0	18	11	16	21	3	21	2	9	15	6	13	0	1	9	0	0	0	0	0	12	0	0	20	0
asv650	0	27	1	0	11	0	39	0	3	5	0	0	0	4	1	0	46	0	0	0	0	0	0	5	45	24	0	0	0	0	2	0
asv651	30	2	4	0	8	0	0	0	15	12	27	24	1	7	3	2	10	0	22	0	2	12	0	0	0	0	0	10	0	0	20	0
asv652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0
asv653	0	3	0	0	0	14	49	0	9	14	0	1	4	0	17	0	9	0	0	0	9	0	0	23	0	43	0	0	0	0	15	0
asv654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0
asv655	44	1	0	1	2	0	45	0	6	5	4	3	13	4	5	5	4	54	1	0	2	1	1	0	0	1	0	6	0	0	0	0
asv656	25	0	4	0	18	0	0	0	16	8	13	20	3	8	1	8	24	1	19	1	3	14	0	0	0	0	0	16	0	0	6	0
asv657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208
asv658	31	2	3	0	12	0	4	1	15	9	19	21	4	12	0	2	17	5	11	0	0	10	0	0	0	2	0	18	0	0	8	0
asv659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0
asv660	88	1	6	0	10	0	0	0	4	2	11	9	6	5	1	8	9	1	14	0	0	13	1	0	0	0	1	10	1	0	2	0
asv661	22	9	0	0	0	3	35	0	1	2	1	1	26	1	9	32	1	46	3	0	6	0	0	0	0	3	1	0	0	0	0	0
asv662	0	10	6	0	13	1	5	0	30	8	10	2	1	5	14	0	22	1	16	0	6	7	0	1	0	4	0	5	0	0	35	0
asv663	42	2	2	0	1	0	9	0	3	2	5	8	24	5	6	14	4	48	10	0	2	3	0	0	0	6	0	2	0	0	3	0
asv664	8	7	0	0	0	4	91	0	0	1	0	0	14	1	26	12	0	0	0	0	14	0	0	15	0	4	0	0	0	0	2	0
asv665	0	45	0	0	38	0	43	0	1	0	0	0	0	4	0	0	3	45	6	0	6	0	0	3	0	3	0	0	0	0	2	0
asv666	64	7	1	1	1	0	18	0	11	3	2	3	10	14	3	10	12	23	2	0	2	2	0	0	0	2	0	5	0	0	2	0
asv667	36	2	9	0	4	0	0	0	14	13	14	27	3	5	0	3	13	0	18	0	1	17	0	0	0	0	0	13	0	0	6	0
asv668	0	36	1	0	3	5	22	0	4	1	0	0	0	1	25	2	1	3	0	0	19	0	0	51	0	18	0	0	0	0	5	0
asv669	55	6	0	0	1	2	36	0	6	3	5	0	10	7	4	10	10	21	2	0	8	2	0	0	0	3	0	3	0	0	2	0
asv670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0
asv671	33	0	7	0	6	0	1	0	17	8	14	22	2	4	3	1	21	3	11	0	0	11	0	0	0	2	1	18	0	0	10	0
asv672	26	2	6	0	10	0	0	0	7	11	28	6	2	8	1	4	17	1	22	0	1	10	0	0	0	3	0	14	0	0	15	0
asv673	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	50	0	0
asv674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0
asv675	54	3	0	0	3	2	32	0	10	1	1	2	10	7	8	9	10	11	8	0	2	3	0	0	0	5	0	5	0	0	5	0
asv676	27	32	5	0	5	0	16	0	5	0	9	6	1	6	0	1	9	1	18	0	9	10	0	0	0	3	0	16	0	0	12	0
asv677	4	10	1	0	0	0	25	0	2	0	1	5	26	1	12	37	8	20	0	0	22	0	0	0	0	13	0	1	0	0	3	0
asv678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0
asv679	67	0	5	2	7	0	2	0	11	5	12	16	2	10	0	2	8	0	8	0	3	10	0	0	0	0	0	16	0	0	3	0
asv680	0	0	0	18	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	14	0	115	4	0	24
asv681	13	9	3	0	5	0	21	0	6	3	5	7	23	7	3	28	10	21	7	0	2	0	0	0	0	3	0	9	0	0	2	0
asv682	0	17	0	0	38	1	68	0	1	2	0	0	0	11	1	0	5	0	0	0	41	0	0	0	0	0	0	0	0	0	2	0
asv683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0
asv684	6	7	0	0	1	6	9	0	1	0	1	2	32	0	13	46	4	9	3	0	4	1	0	32	0	4	0	2	0	0	1	0
asv685	71	1	2	0	4	0	2	0	6	8	10	8	6	9	0	2	12	2	7	0	1	11	0	0	1	0	0	15	0	0	3	0
asv686	49	8	0	0	1	1	33	0	2	0	0	0	14	0	10	24	0	11	0	1	10	0	0	7	0	6	0	0	0	0	3	1
asv687	0	7	7	0	22	0	6	0	17	11	1	5	1	3	1	1	29	0	19	1	2	10	0	2	1	7	0	7	0	0	21	0
asv688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0
asv689	12	6	0	0	1	0	30	0	3	0	2	4	34	0	8	43	2	23	3	0	0	1	0	0	0	2	0	2	0	0	2	0
asv690	0	3	0	0	3	0	117	0	2	2	0	0	0	2	7	0	6	0	0	0	9	0	0	12	0	15	0	0	0	0	0	0
asv691	44	0	2	0	7	0	0	0	6	13	14	16	1	5	1	0	6	1	26	0	1	13	1	0	0	0	0	14	0	0	6	0
asv692	7	22	0	0	1	5	11	0	2	0	0	2	27	0	6	39	5	3	2	0	3	1	0	38	0	1	0	0	0	0	1	0
asv693	3	14	0	0	0	3	9	0	1	4	4	2	20	2	10	48	0	36	4	0	3	1	0	1	0	10	0	0	0	0	0	0
asv694	72	0	2	0	3	0	2	0	11	11	8	9	1	9	1	1	14	0	8	0	1	7	0	2	0	0	0	5	0	1	5	0
asv695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173
asv696	3	8	0	0	0	0	21	0	0	3	0	3	27	0	6	39	2	51	5	0	4	0	0	0	0	0	0	0	0	0	0	0
asv697	32	0	5	0	1	0	0	0	7	4	12	11	5	12	1	5	15	2	20	0	1	14	1	0	0	0	0	21	0	0	2	0
asv698	3	17	1	0	0	1	3	0	0	1	3	1	29	1	14	45	4	34	2	0	1	2	0	0	0	3	0	2	0	0	3	0
asv699	0	19	1	0	14	4	53	0	5	1	0	0	3	4	17	3	12	4	0	0	17	0	0	1	0	6	0	0	0	0	6	0
asv700	2	33	1	0	3	3	32	0	4	7	3	3	18	1	10	5	5	9	2	0	19	2	0	0	0	5	0	0	0	0	2	0
asv701	11	7	1	0	1	0	51	0	6	2	9	1	6	8	2	8	11	18	6	0	4	5	0	0	0	0	0	7	0	0	3	0
asv702	5	0	9	0	11	1	1	0	14	15	17	9	1	6	4	4	6	2	26	0	0	12	0	0	0	1	0	8	0	0	15	0
asv703	71	4	2	0	1	0	4	0	5	15	3	2	6	12	0	5	12	7	1	0	1	2	0	0	0	0	0	12	0	0	1	0
asv704	3	10	0	0	0	2	7	0	2	0	2	2	30	0	1	63	2	35	0	0	2	1	0	0	0	2	0	2	0	0	0	0
asv705	16	4	0	0	0	0	51	0	2	1	1	0	12	1	3	0	0	40	0	0	5	0	1	17	0	5	0	0	0	0	6	0
asv706	0	5	0	2	1	0	82	0	0	0	0	0	0	0	9	0	0	0	0	0	23	0	0	31	0	11	0	0	0	0	1	0
asv707	36	3	1	0	5	0	29	0	2	0	2	7	24	4	2	10	2	23	3	0	2	5	0	0	0	4	0	0	0	0	0	0
asv708	0	56	0	0	0	7	12	0	0	0	0	0	0	0	30	0	0	0	0	0	10	0	0	33	0	15	0	0	0	0	1	0
asv709	0	34	0	0	5	1	28	0	1	2	1	0	3	1	12	2	8	4	0	0	30	0	0	23	0	8	0	1	0	0	0	0
asv710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0
asv711	0	18	1	0	2	1	9	0	1	0	3	3	31	0	10	47	0	12	3	0	12	0	0	0	0	9	0	0	0	0	1	0
asv712	0	10	0	0	0	1	3	0	0	0	0	0	0	0	14	0	0	0	0	0	5	0	0	118	0	10	0	0	0	0	2	0
asv713	109	3	0	0	3	0	0	0	0	1	7	2	1	6	1	6	2	16	1	0	0	3	0	0	0	0	0	1	0	0	0	0
asv714	0	28	1	0	0	4	7	0	0	3	3	3	28	0	25	25	0	11	0	0	12	2	0	0	0	8	0	0	0	0	2	0
asv715	0	1	1	1	0	0	0	0	3	2	2	1	0	0	0	1	1	0	2	7	0	1	0	0	0	0	136	0	0	0	3	0
asv716	28	3	0	0	0	0	45	0	2	0	1	7	18	3	4	1	0	36	0	0	2	2	0	0	0	2	0	4	0	0	3	0
asv717	14	1	3	0	16	0	1	0	15	11	10	12	3	4	0	4	8	2	21	0	1	14	0	0	0	0	0	12	0	0	9	0
asv718	10	3	4	0	11	0	0	0	16	7	15	16	2	8	5	6	11	7	6	0	2	13	0	2	0	2	0	8	0	0	7	0
asv719	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0
asv720	38	6	0	0	0	0	34	0	2	1	0	8	20	3	5	8	2	13	4	0	6	4	0	0	0	3	0	1	0	0	0	0
asv721	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	147	0	0
asv722	0	15	0	0	0	1	66	0	0	0	0	0	3	0	7	0	0	0	0	0	13	1	0	39	0	11	0	0	0	0	1	0
asv723	0	6	0	0	0	0	88	0	1	1	0	0	0	2	4	0	1	1	0	0	2	0	0	44	0	6	0	0	0	0	1	0
asv724	23	0	0	1	8	0	2	0	8	10	6	12	4	6	2	10	12	14	13	0	0	8	0	0	0	1	0	8	1	0	7	0
asv725	18	1	4	0	9	0	0	1	12	6	6	15	4	7	1	1	15	0	15	0	1	11	0	0	0	1	0	14	1	0	12	0
asv726	12	1	5	0	7	0	2	0	14	2	11	15	3	6	2	8	16	0	16	0	0	8	0	0	0	0	1	9	0	0	17	0
asv727	0	22	0	0	1	0	9	0	0	0	1	1	30	0	9	30	2	38	1	0	2	0	0	0	0	5	0	1	0	0	3	0
asv728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0
asv729	30	0	1	0	7	0	0	0	8	6	10	13	1	7	2	9	13	6	11	0	0	6	0	0	0	0	0	7	0	0	16	0
asv730	26	0	5	0	9	0	1	0	13	9	9	17	5	3	0	0	12	1	11	0	0	7	0	0	0	1	0	10	0	0	13	0
asv731	0	49	0	0	4	2	23	0	2	1	0	0	0	0	18	0	3	1	0	0	11	0	0	21	0	16	0	0	0	0	1	0
asv732	38	1	2	0	2	0	2	0	12	7	11	7	2	6	5	3	15	0	7	0	3	13	0	0	0	0	0	5	0	0	9	0
asv733	4	7	1	0	0	0	5	0	5	3	2	0	45	1	6	16	2	40	2	0	1	1	0	1	0	2	0	3	0	0	3	0
asv734	0	4	0	0	2	0	109	0	0	0	0	0	0	0	3	0	0	1	0	0	4	0	0	20	0	6	0	0	0	0	1	0
asv735	28	0	2	0	1	0	2	0	9	6	20	7	4	12	5	0	7	28	7	0	0	2	0	1	0	0	0	6	0	0	2	0
asv736	18	0	12	0	6	0	1	0	12	7	8	9	3	4	1	4	10	3	11	1	0	9	0	0	0	1	0	18	0	0	11	0
asv737	0	1	0	0	1	0	0	0	2	0	0	0	0	1	2	0	0	0	0	10	0	0	0	0	129	0	0	0	0	1	2	0
asv738	0	1	4	0	5	0	0	0	2	2	0	1	2	2	0	0	1	1	3	1	1	2	108	0	2	0	1	4	0	1	5	0
asv739	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	1	0	0	0	0	0	0	0
asv740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149
asv741	40	1	4	0	3	1	13	0	9	6	14	1	4	2	2	6	12	12	2	0	2	2	0	0	0	3	0	5	0	0	4	0
asv742	11	0	7	0	9	1	1	1	13	9	15	11	3	6	1	1	9	3	19	0	0	8	0	0	0	0	0	15	0	0	5	0
asv743	9	6	2	0	3	1	27	0	10	6	3	8	11	5	2	25	6	1	7	0	2	3	0	0	0	2	0	4	0	0	5	0
asv744	27	0	4	0	16	0	1	0	14	1	7	16	0	6	0	5	15	0	9	0	0	4	0	0	0	0	0	13	0	0	9	0
asv745	47	0	2	0	15	0	1	0	13	3	12	3	2	4	1	1	7	3	9	0	0	4	0	0	0	0	0	2	1	0	16	0
asv746	25	0	6	0	13	0	0	0	9	3	7	11	3	7	1	2	14	0	12	0	0	5	0	0	1	1	0	13	0	0	13	0
asv747	16	0	4	0	8	0	0	0	14	10	10	10	0	9	0	4	9	2	16	0	0	7	0	0	0	1	0	13	0	0	13	0
asv748	0	13	0	0	0	2	7	0	0	4	2	1	26	1	6	26	4	32	3	0	11	0	0	0	0	7	0	0	0	0	1	0
asv749	36	1	5	0	7	0	1	0	13	5	6	11	4	4	0	0	6	0	15	0	0	13	0	0	0	1	0	8	0	0	9	0
asv750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0
asv751	24	0	4	0	4	0	1	0	11	9	15	18	3	1	0	0	8	3	16	0	1	7	0	0	0	1	0	13	0	0	5	0
asv752	22	0	2	0	5	0	0	0	13	8	9	4	4	7	7	5	12	2	4	0	0	12	0	0	0	0	0	25	0	0	3	0
asv753	1	4	0	0	0	0	91	0	0	0	0	0	9	0	2	0	0	9	0	0	9	1	0	4	0	13	0	0	0	0	1	0
asv754	1	2	1	0	0	0	52	0	1	0	1	0	20	0	10	4	1	44	0	0	3	1	0	1	0	2	0	0	0	0	0	0
asv755	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	7	0	0	129	0	0	0	0	0	2	2	0	0
asv756	13	3	7	0	7	0	0	0	17	6	15	12	5	5	6	2	9	3	7	0	0	10	0	0	0	2	0	6	0	0	8	0
asv757	9	1	5	0	7	0	0	0	8	5	22	20	2	5	0	5	4	8	9	0	1	12	0	0	0	1	0	9	0	0	10	0
asv758	37	4	1	0	7	0	20	0	2	2	1	3	10	7	5	0	8	20	5	0	2	1	1	0	0	1	0	1	0	0	4	0
asv759	1	24	1	0	7	0	26	0	2	2	11	2	3	5	0	3	6	7	12	0	5	3	1	0	0	3	0	15	1	0	2	0
asv760	0	0	0	0	0	0	16	0	0	0	0	0	2	0	9	0	0	0	0	0	6	0	0	107	0	2	0	0	0	0	0	0
asv761	39	1	2	0	1	0	13	0	19	4	1	3	5	1	5	3	15	1	0	0	9	2	0	0	0	2	0	3	0	0	12	0
asv762	7	13	1	0	0	2	12	0	1	2	4	3	14	0	14	37	3	16	2	0	4	1	0	0	0	3	0	2	0	0	0	0
asv763	1	5	3	0	7	1	2	0	14	10	12	10	8	6	0	0	8	3	17	0	2	14	0	0	0	0	0	7	0	0	11	0
asv764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
asv765	39	0	7	0	13	0	0	1	10	5	5	9	1	9	1	1	1	4	8	0	0	8	0	0	0	1	0	7	0	0	10	0
asv766	70	2	0	0	2	0	6	0	6	0	8	2	7	7	0	1	7	7	6	0	0	1	0	1	0	1	0	3	0	0	2	0
asv767	39	1	7	0	14	0	0	0	5	3	12	8	3	10	0	0	5	0	16	0	0	3	0	0	0	0	0	11	0	0	2	0
asv768	37	0	0	0	7	0	3	0	13	11	6	4	3	9	6	0	12	3	7	0	0	5	0	0	0	0	0	6	0	0	7	0
asv769	24	1	5	0	4	0	2	0	15	7	12	11	0	3	2	3	11	9	6	0	0	14	0	0	0	0	0	8	0	0	2	0
asv770	7	3	0	0	1	0	36	0	2	3	3	0	19	2	16	12	3	18	4	0	3	1	0	2	0	0	0	0	0	0	4	0
asv771	0	5	0	0	34	2	1	0	15	4	1	0	0	5	1	0	19	0	1	0	2	0	0	9	0	7	0	0	0	0	32	0
asv772	45	6	0	0	0	0	16	0	0	0	1	1	3	3	4	2	1	39	3	0	10	0	0	0	0	1	0	0	0	0	2	0
asv773	10	2	6	0	5	0	0	0	6	10	9	17	3	2	0	0	24	1	7	0	2	11	0	0	0	3	0	9	1	0	9	0
asv774	0	3	0	0	2	0	96	0	8	3	0	0	0	1	2	0	10	0	0	0	2	0	0	8	0	1	0	0	0	0	1	0
asv775	38	4	1	0	2	0	5	0	9	4	14	4	7	3	5	6	4	5	6	0	2	7	0	0	0	0	0	6	0	0	4	0
asv776	70	0	1	0	3	0	0	0	4	0	7	4	3	3	0	7	8	13	4	0	0	3	0	0	0	0	0	4	0	0	1	0
asv777	0	33	0	0	0	2	6	0	0	0	0	0	5	0	7	2	2	9	0	0	11	0	0	53	0	5	0	0	0	0	0	0
asv778	67	0	0	0	1	1	17	0	2	1	0	0	5	5	7	0	2	18	1	0	4	1	0	0	0	1	0	1	0	0	0	0
asv779	19	3	1	0	1	0	8	0	7	4	3	10	19	5	1	27	10	6	2	0	0	2	1	0	0	1	0	2	0	0	2	0
asv780	26	2	1	6	0	0	24	2	0	0	1	1	12	2	7	9	1	17	2	1	7	1	1	0	0	4	1	0	3	1	1	0
asv781	17	13	0	0	1	0	15	0	6	1	2	4	15	5	8	8	0	25	1	0	3	0	0	0	0	5	0	3	0	0	1	0
asv782	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
asv783	0	12	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	96	0	3	0	0	0	0	3	0
asv784	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	122	0	0	0	0	0	2	0
asv785	24	1	3	0	4	0	9	0	10	12	6	5	6	1	2	6	6	13	7	0	1	2	0	0	0	0	0	4	0	0	9	0
asv786	20	0	5	0	16	1	0	0	11	6	6	13	1	7	1	0	10	0	10	0	1	3	0	1	0	1	0	7	0	0	11	0
asv787	4	3	0	0	0	1	19	0	4	0	2	4	20	3	4	26	4	26	3	0	3	0	0	0	0	1	0	2	0	0	2	0
asv788	4	3	2	0	11	0	0	0	12	11	8	11	5	0	0	1	10	2	15	0	0	13	0	0	0	2	0	3	0	0	18	0
asv789	1	17	1	0	0	12	11	0	0	0	0	0	6	1	8	6	3	6	2	0	8	0	0	40	0	8	0	0	0	0	1	0
